drugbank_id,drug_score,drug_neg_log_score,trustrank,drug_name,drug_atc_code,drug_atc_label,uniprot_id,symbol,ensembl_id,drug|protein,interaction_label,actions
DB01589,4.6196985316212846e-05,4.3353863643411,46,Quazepam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB01589|P07437,,
DB01587,4.6196985316212846e-05,4.3353863643411,46,Ketazolam,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB01587|P25101,,
DB01587,4.6196985316212846e-05,4.3353863643411,46,Ketazolam,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB01587|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB01587,4.6196985316212846e-05,4.3353863643411,46,Ketazolam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB01587|P07437,,
DB01594,4.6196985316212846e-05,4.3353863643411,46,Cinolazepam,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB01594|P25101,,
DB01594,4.6196985316212846e-05,4.3353863643411,46,Cinolazepam,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB01594|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB01594,4.6196985316212846e-05,4.3353863643411,46,Cinolazepam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB01594|P07437,,
DB05087,4.6196985316212846e-05,4.3353863643411,46,Ganaxolone,N03,Antiepileptics ,P25101,EDNRA,ENSG00000151617,DB05087|P25101,,
DB05087,4.6196985316212846e-05,4.3353863643411,46,Ganaxolone,N03,Antiepileptics ,P34903,GABRA3,ENSG00000011677,DB05087|P34903,target_positiveEffect,positive allosteric modulator
DB05087,4.6196985316212846e-05,4.3353863643411,46,Ganaxolone,N03,Antiepileptics ,P07437,TUBB,ENSG00000196230,DB05087|P07437,,
DB06753,4.6196985316212846e-05,4.3353863643411,46,Triclofos,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB06753|P25101,,
DB06753,4.6196985316212846e-05,4.3353863643411,46,Triclofos,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB06753|P34903,,
DB06753,4.6196985316212846e-05,4.3353863643411,46,Triclofos,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB06753|P07437,,
DB01205,4.6196985316212846e-05,4.3353863643411,46,Flumazenil,V03,All other therapeutic products ,P25101,EDNRA,ENSG00000151617,DB01205|P25101,,
DB01205,4.6196985316212846e-05,4.3353863643411,46,Flumazenil,V03,All other therapeutic products ,P34903,GABRA3,ENSG00000011677,DB01205|P34903,target_positiveEffect,positive allosteric modulator
DB01205,4.6196985316212846e-05,4.3353863643411,46,Flumazenil,V03,All other therapeutic products ,P07437,TUBB,ENSG00000196230,DB01205|P07437,,
DB01215,4.6196985316212846e-05,4.3353863643411,46,Estazolam,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB01215|P25101,,
DB01215,4.6196985316212846e-05,4.3353863643411,46,Estazolam,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB01215|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB01215,4.6196985316212846e-05,4.3353863643411,46,Estazolam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB01215|P07437,,
DB00349,4.6196985316212846e-05,4.3353863643411,46,Clobazam,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB00349|P25101,,
DB00349,4.6196985316212846e-05,4.3353863643411,46,Clobazam,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB00349|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB00349,4.6196985316212846e-05,4.3353863643411,46,Clobazam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB00349|P07437,,
DB00402,4.6196985316212846e-05,4.3353863643411,46,Eszopiclone,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB00402|P25101,,
DB00402,4.6196985316212846e-05,4.3353863643411,46,Eszopiclone,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB00402|P34903,target_positiveEffect,"positive allosteric modulator, agonist"
DB00402,4.6196985316212846e-05,4.3353863643411,46,Eszopiclone,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB00402|P07437,,
DB00628,4.6196985316212846e-05,4.3353863643411,46,,,,P25101,EDNRA,ENSG00000151617,DB00628|P25101,,
DB00628,4.6196985316212846e-05,4.3353863643411,46,,,,P34903,GABRA3,ENSG00000011677,DB00628|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB00628,4.6196985316212846e-05,4.3353863643411,46,,,,P07437,TUBB,ENSG00000196230,DB00628|P07437,,
DB00801,4.6196985316212846e-05,4.3353863643411,46,Halazepam,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB00801|P25101,,
DB00801,4.6196985316212846e-05,4.3353863643411,46,Halazepam,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB00801|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB00801,4.6196985316212846e-05,4.3353863643411,46,Halazepam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB00801|P07437,,
DB00842,4.6196985316212846e-05,4.3353863643411,46,Oxazepam,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB00842|P25101,,
DB00842,4.6196985316212846e-05,4.3353863643411,46,Oxazepam,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB00842|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB00842,4.6196985316212846e-05,4.3353863643411,46,Oxazepam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB00842|P07437,,
DB01107,4.6196985316212846e-05,4.3353863643411,46,Methyprylon,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB01107|P25101,,
DB01107,4.6196985316212846e-05,4.3353863643411,46,Methyprylon,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB01107|P34903,target_positiveEffect,positive allosteric modulator
DB01107,4.6196985316212846e-05,4.3353863643411,46,Methyprylon,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB01107|P07437,,
DB01559,4.6196985316212846e-05,4.3353863643411,46,Clotiazepam,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB01559|P25101,,
DB01559,4.6196985316212846e-05,4.3353863643411,46,Clotiazepam,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB01559|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB01559,4.6196985316212846e-05,4.3353863643411,46,Clotiazepam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB01559|P07437,,
DB01558,4.6196985316212846e-05,4.3353863643411,46,Bromazepam,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB01558|P25101,,
DB01558,4.6196985316212846e-05,4.3353863643411,46,Bromazepam,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB01558|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB01558,4.6196985316212846e-05,4.3353863643411,46,Bromazepam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB01558|P07437,,
DB12537,4.6196985316212846e-05,4.3353863643411,46,,,,P25101,EDNRA,ENSG00000151617,DB12537|P25101,,
DB12537,4.6196985316212846e-05,4.3353863643411,46,,,,P34903,GABRA3,ENSG00000011677,DB12537|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB12537,4.6196985316212846e-05,4.3353863643411,46,,,,P07437,TUBB,ENSG00000196230,DB12537|P07437,,
DB13335,4.6196985316212846e-05,4.3353863643411,46,Pinazepam,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB13335|P25101,,
DB13335,4.6196985316212846e-05,4.3353863643411,46,Pinazepam,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB13335|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB13335,4.6196985316212846e-05,4.3353863643411,46,Pinazepam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB13335|P07437,,
DB13437,4.6196985316212846e-05,4.3353863643411,46,Medazepam,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB13437|P25101,,
DB13437,4.6196985316212846e-05,4.3353863643411,46,Medazepam,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB13437|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB13437,4.6196985316212846e-05,4.3353863643411,46,Medazepam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB13437|P07437,,
DB13643,4.6196985316212846e-05,4.3353863643411,46,Loprazolam,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB13643|P25101,,
DB13643,4.6196985316212846e-05,4.3353863643411,46,Loprazolam,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB13643|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB13643,4.6196985316212846e-05,4.3353863643411,46,Loprazolam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB13643|P07437,,
DB13837,4.6196985316212846e-05,4.3353863643411,46,Doxefazepam,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB13837|P25101,,
DB13837,4.6196985316212846e-05,4.3353863643411,46,Doxefazepam,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB13837|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB13837,4.6196985316212846e-05,4.3353863643411,46,Doxefazepam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB13837|P07437,,
DB13872,4.6196985316212846e-05,4.3353863643411,46,Lormetazepam,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB13872|P25101,,
DB13872,4.6196985316212846e-05,4.3353863643411,46,Lormetazepam,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB13872|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB13872,4.6196985316212846e-05,4.3353863643411,46,Lormetazepam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB13872|P07437,,
DB11859,4.6196985316212846e-05,4.3353863643411,46,Allopregnanolone,N06,Psychoanaleptics ,P25101,EDNRA,ENSG00000151617,DB11859|P25101,,
DB11859,4.6196985316212846e-05,4.3353863643411,46,Allopregnanolone,N06,Psychoanaleptics ,P34903,GABRA3,ENSG00000011677,DB11859|P34903,target_positiveEffect,positive allosteric modulator
DB11859,4.6196985316212846e-05,4.3353863643411,46,Allopregnanolone,N06,Psychoanaleptics ,P07437,TUBB,ENSG00000196230,DB11859|P07437,,
DB12404,4.6196985316212846e-05,4.3353863643411,46,Remimazolam,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB12404|P25101,,
DB12404,4.6196985316212846e-05,4.3353863643411,46,Remimazolam,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB12404|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB12404,4.6196985316212846e-05,4.3353863643411,46,Remimazolam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB12404|P07437,,
DB14672,4.6196985316212846e-05,4.3353863643411,46,,,,P25101,EDNRA,ENSG00000151617,DB14672|P25101,,
DB14672,4.6196985316212846e-05,4.3353863643411,46,,,,P34903,GABRA3,ENSG00000011677,DB14672|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB14672,4.6196985316212846e-05,4.3353863643411,46,,,,P07437,TUBB,ENSG00000196230,DB14672|P07437,,
DB14715,4.6196985316212846e-05,4.3353863643411,46,,,,P25101,EDNRA,ENSG00000151617,DB14715|P25101,,
DB14715,4.6196985316212846e-05,4.3353863643411,46,,,,P34903,GABRA3,ENSG00000011677,DB14715|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB14715,4.6196985316212846e-05,4.3353863643411,46,,,,P07437,TUBB,ENSG00000196230,DB14715|P07437,,
DB00334,4.436205497111281e-05,4.352988344354622,83,Olanzapine,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB00334|P25101,,
DB00334,4.436205497111281e-05,4.352988344354622,83,Olanzapine,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB00334|P34903,target_negativeEffect,inhibitor
DB00334,4.436205497111281e-05,4.352988344354622,83,Olanzapine,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB00334|P07437,,
DB01567,4.398196696952524e-05,4.356725351944106,84,Fludiazepam,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB01567|P25101,,
DB01567,4.398196696952524e-05,4.356725351944106,84,Fludiazepam,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB01567|P34903,target_positiveEffect,potentiator
DB01567,4.398196696952524e-05,4.356725351944106,84,Fludiazepam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB01567|P07437,,
DB06716,4.1615105209217776e-05,4.38074900306816,85,,,,P25101,EDNRA,ENSG00000151617,DB06716|P25101,,
DB06716,4.1615105209217776e-05,4.38074900306816,85,,,,P34903,GABRA3,ENSG00000011677,DB06716|P34903,,
DB06716,4.1615105209217776e-05,4.38074900306816,85,,,,P07437,TUBB,ENSG00000196230,DB06716|P07437,,
DB00909,3.978803855056042e-05,4.400247469942949,86,Zonisamide,N03,Antiepileptics ,P25101,EDNRA,ENSG00000151617,DB00909|P25101,,
DB00909,3.978803855056042e-05,4.400247469942949,86,Zonisamide,N03,Antiepileptics ,P34903,GABRA3,ENSG00000011677,DB00909|P34903,target,binder
DB00909,3.978803855056042e-05,4.400247469942949,86,Zonisamide,N03,Antiepileptics ,P07437,TUBB,ENSG00000196230,DB00909|P07437,,
DB00418,3.76804305177714e-05,4.423884143819066,87,Secobarbital,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB00418|P25101,,
DB00418,3.76804305177714e-05,4.423884143819066,87,Secobarbital,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB00418|P34903,target_positiveEffect,potentiator
DB00418,3.76804305177714e-05,4.423884143819066,87,Secobarbital,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB00418|P07437,,
DB00945,3.732296440446597e-05,4.428023869390355,88,Aspirin,N02,Analgesics ,P25101,EDNRA,ENSG00000151617,DB00945|P25101,target_negativeEffect,inhibitor
DB00945,3.732296440446597e-05,4.428023869390355,88,Aspirin,N02,Analgesics ,P34903,GABRA3,ENSG00000011677,DB00945|P34903,,
DB00945,3.732296440446597e-05,4.428023869390355,88,Aspirin,N02,Analgesics ,P07437,TUBB,ENSG00000196230,DB00945|P07437,,
DB00945,3.732296440446597e-05,4.428023869390355,88,Aspirin,B01,Antithrombotic agents ,P25101,EDNRA,ENSG00000151617,DB00945|P25101,target_negativeEffect,inhibitor
DB00945,3.732296440446597e-05,4.428023869390355,88,Aspirin,B01,Antithrombotic agents ,P34903,GABRA3,ENSG00000011677,DB00945|P34903,,
DB00945,3.732296440446597e-05,4.428023869390355,88,Aspirin,B01,Antithrombotic agents ,P07437,TUBB,ENSG00000196230,DB00945|P07437,,
DB00945,3.732296440446597e-05,4.428023869390355,88,Aspirin,A01,Stomatological preparations ,P25101,EDNRA,ENSG00000151617,DB00945|P25101,target_negativeEffect,inhibitor
DB00945,3.732296440446597e-05,4.428023869390355,88,Aspirin,A01,Stomatological preparations ,P34903,GABRA3,ENSG00000011677,DB00945|P34903,,
DB00945,3.732296440446597e-05,4.428023869390355,88,Aspirin,A01,Stomatological preparations ,P07437,TUBB,ENSG00000196230,DB00945|P07437,,
DB04833,3.669396074621098e-05,4.435405407966459,89,Methaqualone,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB04833|P25101,,
DB04833,3.669396074621098e-05,4.435405407966459,89,Methaqualone,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB04833|P34903,,
DB04833,3.669396074621098e-05,4.435405407966459,89,Methaqualone,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB04833|P07437,,
DB00599,3.633682681010064e-05,4.439653001052043,90,Thiopental,N01,Anesthetics ,P25101,EDNRA,ENSG00000151617,DB00599|P25101,,
DB00599,3.633682681010064e-05,4.439653001052043,90,Thiopental,N01,Anesthetics ,P34903,GABRA3,ENSG00000011677,DB00599|P34903,target_positiveEffect,potentiator
DB00599,3.633682681010064e-05,4.439653001052043,90,Thiopental,N01,Anesthetics ,P07437,TUBB,ENSG00000196230,DB00599|P07437,,
DB00599,3.633682681010064e-05,4.439653001052043,90,Thiopental,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB00599|P25101,,
DB00599,3.633682681010064e-05,4.439653001052043,90,Thiopental,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB00599|P34903,target_positiveEffect,potentiator
DB00599,3.633682681010064e-05,4.439653001052043,90,Thiopental,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB00599|P07437,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,A01,Stomatological preparations ,P25101,EDNRA,ENSG00000151617,DB01110|P25101,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,A01,Stomatological preparations ,P34903,GABRA3,ENSG00000011677,DB01110|P34903,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,A01,Stomatological preparations ,P07437,TUBB,ENSG00000196230,DB01110|P07437,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents ",P25101,EDNRA,ENSG00000151617,DB01110|P25101,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents ",P34903,GABRA3,ENSG00000011677,DB01110|P34903,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents ",P07437,TUBB,ENSG00000196230,DB01110|P07437,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,D01,Antifungals for dermatological use ,P25101,EDNRA,ENSG00000151617,DB01110|P25101,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,D01,Antifungals for dermatological use ,P34903,GABRA3,ENSG00000011677,DB01110|P34903,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,D01,Antifungals for dermatological use ,P07437,TUBB,ENSG00000196230,DB01110|P07437,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,G01,Gynecological antiinfectives and antiseptics ,P25101,EDNRA,ENSG00000151617,DB01110|P25101,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,G01,Gynecological antiinfectives and antiseptics ,P34903,GABRA3,ENSG00000011677,DB01110|P34903,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,G01,Gynecological antiinfectives and antiseptics ,P07437,TUBB,ENSG00000196230,DB01110|P07437,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,J02,Antimycotics for systemic use ,P25101,EDNRA,ENSG00000151617,DB01110|P25101,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,J02,Antimycotics for systemic use ,P34903,GABRA3,ENSG00000011677,DB01110|P34903,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,J02,Antimycotics for systemic use ,P07437,TUBB,ENSG00000196230,DB01110|P07437,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,S02,Otologicals ,P25101,EDNRA,ENSG00000151617,DB01110|P25101,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,S02,Otologicals ,P34903,GABRA3,ENSG00000011677,DB01110|P34903,,
DB01110,3.621473047062721e-05,4.441114742702805,91,Miconazole,S02,Otologicals ,P07437,TUBB,ENSG00000196230,DB01110|P07437,,
DB00849,3.611267467783281e-05,4.442340344450331,92,Mephobarbital,N03,Antiepileptics ,P25101,EDNRA,ENSG00000151617,DB00849|P25101,,
DB00849,3.611267467783281e-05,4.442340344450331,92,Mephobarbital,N03,Antiepileptics ,P34903,GABRA3,ENSG00000011677,DB00849|P34903,target_positiveEffect,potentiator
DB00849,3.611267467783281e-05,4.442340344450331,92,Mephobarbital,N03,Antiepileptics ,P07437,TUBB,ENSG00000196230,DB00849|P07437,,
DB01355,3.580012549998331e-05,4.446115450902084,93,Hexobarbital,N01,Anesthetics ,P25101,EDNRA,ENSG00000151617,DB01355|P25101,,
DB01355,3.580012549998331e-05,4.446115450902084,93,Hexobarbital,N01,Anesthetics ,P34903,GABRA3,ENSG00000011677,DB01355|P34903,target_positiveEffect,potentiator
DB01355,3.580012549998331e-05,4.446115450902084,93,Hexobarbital,N01,Anesthetics ,P07437,TUBB,ENSG00000196230,DB01355|P07437,,
DB01355,3.580012549998331e-05,4.446115450902084,93,Hexobarbital,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB01355|P25101,,
DB01355,3.580012549998331e-05,4.446115450902084,93,Hexobarbital,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB01355|P34903,target_positiveEffect,potentiator
DB01355,3.580012549998331e-05,4.446115450902084,93,Hexobarbital,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB01355|P07437,,
DB00263,3.4929306802112006e-05,4.45681003317154,94,Sulfisoxazole,J01,Antibacterials for systemic use ,P25101,EDNRA,ENSG00000151617,DB00263|P25101,,
DB00263,3.4929306802112006e-05,4.45681003317154,94,Sulfisoxazole,J01,Antibacterials for systemic use ,P34903,GABRA3,ENSG00000011677,DB00263|P34903,,
DB00263,3.4929306802112006e-05,4.45681003317154,94,Sulfisoxazole,J01,Antibacterials for systemic use ,P07437,TUBB,ENSG00000196230,DB00263|P07437,,
DB00263,3.4929306802112006e-05,4.45681003317154,94,Sulfisoxazole,S01,Ophthalmologicals ,P25101,EDNRA,ENSG00000151617,DB00263|P25101,,
DB00263,3.4929306802112006e-05,4.45681003317154,94,Sulfisoxazole,S01,Ophthalmologicals ,P34903,GABRA3,ENSG00000011677,DB00263|P34903,,
DB00263,3.4929306802112006e-05,4.45681003317154,94,Sulfisoxazole,S01,Ophthalmologicals ,P07437,TUBB,ENSG00000196230,DB00263|P07437,,
DB00027,3.466041277375555e-05,4.460166269541984,95,,,,P25101,EDNRA,ENSG00000151617,DB00027|P25101,,
DB00027,3.466041277375555e-05,4.460166269541984,95,,,,P34903,GABRA3,ENSG00000011677,DB00027|P34903,,
DB00027,3.466041277375555e-05,4.460166269541984,95,,,,P07437,TUBB,ENSG00000196230,DB00027|P07437,,
DB00559,3.4195664878853675e-05,4.466028947701967,96,Bosentan,C02,Antihypertensives ,P25101,EDNRA,ENSG00000151617,DB00559|P25101,target_negativeEffect,antagonist
DB00559,3.4195664878853675e-05,4.466028947701967,96,Bosentan,C02,Antihypertensives ,P34903,GABRA3,ENSG00000011677,DB00559|P34903,,
DB00559,3.4195664878853675e-05,4.466028947701967,96,Bosentan,C02,Antihypertensives ,P07437,TUBB,ENSG00000196230,DB00559|P07437,,
DB01198,3.3857963039384585e-05,4.470339173438113,97,Zopiclone,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB01198|P25101,,
DB01198,3.3857963039384585e-05,4.470339173438113,97,Zopiclone,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB01198|P34903,target_positiveEffect,potentiator
DB01198,3.3857963039384585e-05,4.470339173438113,97,Zopiclone,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB01198|P07437,,
DB06246,3.3686191268569616e-05,4.472548089777289,98,,,,P25101,EDNRA,ENSG00000151617,DB06246|P25101,,
DB06246,3.3686191268569616e-05,4.472548089777289,98,,,,P34903,GABRA3,ENSG00000011677,DB06246|P34903,,
DB06246,3.3686191268569616e-05,4.472548089777289,98,,,,P07437,TUBB,ENSG00000196230,DB06246|P07437,,
DB06558,3.34695187803051e-05,4.475350531817917,99,,,,P25101,EDNRA,ENSG00000151617,DB06558|P25101,,
DB06558,3.34695187803051e-05,4.475350531817917,99,,,,P34903,GABRA3,ENSG00000011677,DB06558|P34903,,
DB06558,3.34695187803051e-05,4.475350531817917,99,,,,P07437,TUBB,ENSG00000196230,DB06558|P07437,,
DB06460,3.34695187803051e-05,4.475350531817917,99,,,,P25101,EDNRA,ENSG00000151617,DB06460|P25101,,
DB06460,3.34695187803051e-05,4.475350531817917,99,,,,P34903,GABRA3,ENSG00000011677,DB06460|P34903,,
DB06460,3.34695187803051e-05,4.475350531817917,99,,,,P07437,TUBB,ENSG00000196230,DB06460|P07437,,
DB14033,3.34695187803051e-05,4.475350531817917,99,,,,P25101,EDNRA,ENSG00000151617,DB14033|P25101,,
DB14033,3.34695187803051e-05,4.475350531817917,99,,,,P34903,GABRA3,ENSG00000011677,DB14033|P34903,,
DB14033,3.34695187803051e-05,4.475350531817917,99,,,,P07437,TUBB,ENSG00000196230,DB14033|P07437,,
DB08932,3.34695187803051e-05,4.475350531817917,99,Macitentan,C02,Antihypertensives ,P25101,EDNRA,ENSG00000151617,DB08932|P25101,target_negativeEffect,antagonist
DB08932,3.34695187803051e-05,4.475350531817917,99,Macitentan,C02,Antihypertensives ,P34903,GABRA3,ENSG00000011677,DB08932|P34903,,
DB08932,3.34695187803051e-05,4.475350531817917,99,Macitentan,C02,Antihypertensives ,P07437,TUBB,ENSG00000196230,DB08932|P07437,,
DB06268,3.34695187803051e-05,4.475350531817917,99,Sitaxentan,C02,Antihypertensives ,P25101,EDNRA,ENSG00000151617,DB06268|P25101,target_negativeEffect,antagonist
DB06268,3.34695187803051e-05,4.475350531817917,99,Sitaxentan,C02,Antihypertensives ,P34903,GABRA3,ENSG00000011677,DB06268|P34903,,
DB06268,3.34695187803051e-05,4.475350531817917,99,Sitaxentan,C02,Antihypertensives ,P07437,TUBB,ENSG00000196230,DB06268|P07437,,
DB06403,3.34695187803051e-05,4.475350531817917,99,Ambrisentan,C02,Antihypertensives ,P25101,EDNRA,ENSG00000151617,DB06403|P25101,target_negativeEffect,antagonist
DB06403,3.34695187803051e-05,4.475350531817917,99,Ambrisentan,C02,Antihypertensives ,P34903,GABRA3,ENSG00000011677,DB06403|P34903,,
DB06403,3.34695187803051e-05,4.475350531817917,99,Ambrisentan,C02,Antihypertensives ,P07437,TUBB,ENSG00000196230,DB06403|P07437,,
