drugbank_id,drug_score,drug_neg_log_score,trustrank,drug_name,drug_atc_code,drug_atc_label,uniprot_id,symbol,ensembl_id,drug|protein,interaction_label,actions
DB11828,2.39836995303276e-05,4.620083825337111,23,Neratinib,L01,Antineoplastic agents ,P03372,ESR1,ENSG00000091831,DB11828|P03372,,
DB11828,2.39836995303276e-05,4.620083825337111,23,Neratinib,L01,Antineoplastic agents ,P34903,GABRA3,ENSG00000011677,DB11828|P34903,,
DB11828,2.39836995303276e-05,4.620083825337111,23,Neratinib,L01,Antineoplastic agents ,Q02750,MAP2K1,ENSG00000169032,DB11828|Q02750,,
DB11828,2.39836995303276e-05,4.620083825337111,23,Neratinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB11828|P07437,,
DB08877,2.238571751529657e-05,4.650028980890098,24,Ruxolitinib,D11,Other dermatological preparations ,P30536,TSPO,ENSG00000100300,DB08877|P30536,,
DB08877,2.238571751529657e-05,4.650028980890098,24,Ruxolitinib,D11,Other dermatological preparations ,P35372,OPRM1,ENSG00000112038,DB08877|P35372,,
DB08877,2.238571751529657e-05,4.650028980890098,24,Ruxolitinib,D11,Other dermatological preparations ,P25101,EDNRA,ENSG00000151617,DB08877|P25101,,
DB08877,2.238571751529657e-05,4.650028980890098,24,Ruxolitinib,D11,Other dermatological preparations ,P03372,ESR1,ENSG00000091831,DB08877|P03372,,
DB08877,2.238571751529657e-05,4.650028980890098,24,Ruxolitinib,D11,Other dermatological preparations ,P34903,GABRA3,ENSG00000011677,DB08877|P34903,,
DB08877,2.238571751529657e-05,4.650028980890098,24,Ruxolitinib,D11,Other dermatological preparations ,Q02750,MAP2K1,ENSG00000169032,DB08877|Q02750,,
DB08877,2.238571751529657e-05,4.650028980890098,24,Ruxolitinib,D11,Other dermatological preparations ,P07437,TUBB,ENSG00000196230,DB08877|P07437,,
DB08877,2.238571751529657e-05,4.650028980890098,24,Ruxolitinib,L01,Antineoplastic agents ,P30536,TSPO,ENSG00000100300,DB08877|P30536,,
DB08877,2.238571751529657e-05,4.650028980890098,24,Ruxolitinib,L01,Antineoplastic agents ,P35372,OPRM1,ENSG00000112038,DB08877|P35372,,
DB08877,2.238571751529657e-05,4.650028980890098,24,Ruxolitinib,L01,Antineoplastic agents ,P25101,EDNRA,ENSG00000151617,DB08877|P25101,,
DB08877,2.238571751529657e-05,4.650028980890098,24,Ruxolitinib,L01,Antineoplastic agents ,P03372,ESR1,ENSG00000091831,DB08877|P03372,,
DB08877,2.238571751529657e-05,4.650028980890098,24,Ruxolitinib,L01,Antineoplastic agents ,P34903,GABRA3,ENSG00000011677,DB08877|P34903,,
DB08877,2.238571751529657e-05,4.650028980890098,24,Ruxolitinib,L01,Antineoplastic agents ,Q02750,MAP2K1,ENSG00000169032,DB08877|Q02750,,
DB08877,2.238571751529657e-05,4.650028980890098,24,Ruxolitinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB08877|P07437,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,N02,Analgesics ,P30536,TSPO,ENSG00000100300,DB00945|P30536,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,N02,Analgesics ,P35372,OPRM1,ENSG00000112038,DB00945|P35372,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,N02,Analgesics ,P25101,EDNRA,ENSG00000151617,DB00945|P25101,target_negativeEffect,inhibitor
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,N02,Analgesics ,P03372,ESR1,ENSG00000091831,DB00945|P03372,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,N02,Analgesics ,P34903,GABRA3,ENSG00000011677,DB00945|P34903,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,N02,Analgesics ,Q02750,MAP2K1,ENSG00000169032,DB00945|Q02750,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,N02,Analgesics ,P07437,TUBB,ENSG00000196230,DB00945|P07437,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,B01,Antithrombotic agents ,P30536,TSPO,ENSG00000100300,DB00945|P30536,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,B01,Antithrombotic agents ,P35372,OPRM1,ENSG00000112038,DB00945|P35372,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,B01,Antithrombotic agents ,P25101,EDNRA,ENSG00000151617,DB00945|P25101,target_negativeEffect,inhibitor
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,B01,Antithrombotic agents ,P03372,ESR1,ENSG00000091831,DB00945|P03372,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,B01,Antithrombotic agents ,P34903,GABRA3,ENSG00000011677,DB00945|P34903,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,B01,Antithrombotic agents ,Q02750,MAP2K1,ENSG00000169032,DB00945|Q02750,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,B01,Antithrombotic agents ,P07437,TUBB,ENSG00000196230,DB00945|P07437,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,A01,Stomatological preparations ,P30536,TSPO,ENSG00000100300,DB00945|P30536,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,A01,Stomatological preparations ,P35372,OPRM1,ENSG00000112038,DB00945|P35372,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,A01,Stomatological preparations ,P25101,EDNRA,ENSG00000151617,DB00945|P25101,target_negativeEffect,inhibitor
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,A01,Stomatological preparations ,P03372,ESR1,ENSG00000091831,DB00945|P03372,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,A01,Stomatological preparations ,P34903,GABRA3,ENSG00000011677,DB00945|P34903,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,A01,Stomatological preparations ,Q02750,MAP2K1,ENSG00000169032,DB00945|Q02750,,
DB00945,2.2179382711223927e-05,4.654050545149879,25,Aspirin,A01,Stomatological preparations ,P07437,TUBB,ENSG00000196230,DB00945|P07437,,
DB00281,2.195859130210112e-05,4.658395524392604,26,,,,P30536,TSPO,ENSG00000100300,DB00281|P30536,,
DB00281,2.195859130210112e-05,4.658395524392604,26,,,,P35372,OPRM1,ENSG00000112038,DB00281|P35372,,
DB00281,2.195859130210112e-05,4.658395524392604,26,,,,P25101,EDNRA,ENSG00000151617,DB00281|P25101,,
DB00281,2.195859130210112e-05,4.658395524392604,26,,,,P03372,ESR1,ENSG00000091831,DB00281|P03372,,
DB00281,2.195859130210112e-05,4.658395524392604,26,,,,P34903,GABRA3,ENSG00000011677,DB00281|P34903,,
DB00281,2.195859130210112e-05,4.658395524392604,26,,,,Q02750,MAP2K1,ENSG00000169032,DB00281|Q02750,,
DB00281,2.195859130210112e-05,4.658395524392604,26,,,,P07437,TUBB,ENSG00000196230,DB00281|P07437,,
DB01118,2.192704765034527e-05,4.659019839616572,27,Amiodarone,C01,Cardiac therapy ,P30536,TSPO,ENSG00000100300,DB01118|P30536,,
DB01118,2.192704765034527e-05,4.659019839616572,27,Amiodarone,C01,Cardiac therapy ,P35372,OPRM1,ENSG00000112038,DB01118|P35372,,
DB01118,2.192704765034527e-05,4.659019839616572,27,Amiodarone,C01,Cardiac therapy ,P25101,EDNRA,ENSG00000151617,DB01118|P25101,,
DB01118,2.192704765034527e-05,4.659019839616572,27,Amiodarone,C01,Cardiac therapy ,P03372,ESR1,ENSG00000091831,DB01118|P03372,,
DB01118,2.192704765034527e-05,4.659019839616572,27,Amiodarone,C01,Cardiac therapy ,P34903,GABRA3,ENSG00000011677,DB01118|P34903,,
DB01118,2.192704765034527e-05,4.659019839616572,27,Amiodarone,C01,Cardiac therapy ,Q02750,MAP2K1,ENSG00000169032,DB01118|Q02750,,
DB01118,2.192704765034527e-05,4.659019839616572,27,Amiodarone,C01,Cardiac therapy ,P07437,TUBB,ENSG00000196230,DB01118|P07437,,
DB00280,2.1329207357269385e-05,4.671025283639194,28,Disopyramide,C01,Cardiac therapy ,P30536,TSPO,ENSG00000100300,DB00280|P30536,,
DB00280,2.1329207357269385e-05,4.671025283639194,28,Disopyramide,C01,Cardiac therapy ,P35372,OPRM1,ENSG00000112038,DB00280|P35372,,
DB00280,2.1329207357269385e-05,4.671025283639194,28,Disopyramide,C01,Cardiac therapy ,P25101,EDNRA,ENSG00000151617,DB00280|P25101,,
DB00280,2.1329207357269385e-05,4.671025283639194,28,Disopyramide,C01,Cardiac therapy ,P03372,ESR1,ENSG00000091831,DB00280|P03372,,
DB00280,2.1329207357269385e-05,4.671025283639194,28,Disopyramide,C01,Cardiac therapy ,P34903,GABRA3,ENSG00000011677,DB00280|P34903,,
DB00280,2.1329207357269385e-05,4.671025283639194,28,Disopyramide,C01,Cardiac therapy ,Q02750,MAP2K1,ENSG00000169032,DB00280|Q02750,,
DB00280,2.1329207357269385e-05,4.671025283639194,28,Disopyramide,C01,Cardiac therapy ,P07437,TUBB,ENSG00000196230,DB00280|P07437,,
DB05294,2.1295417402027003e-05,4.671713843093379,29,Vandetanib,L01,Antineoplastic agents ,P30536,TSPO,ENSG00000100300,DB05294|P30536,,
DB05294,2.1295417402027003e-05,4.671713843093379,29,Vandetanib,L01,Antineoplastic agents ,P35372,OPRM1,ENSG00000112038,DB05294|P35372,,
DB05294,2.1295417402027003e-05,4.671713843093379,29,Vandetanib,L01,Antineoplastic agents ,P25101,EDNRA,ENSG00000151617,DB05294|P25101,,
DB05294,2.1295417402027003e-05,4.671713843093379,29,Vandetanib,L01,Antineoplastic agents ,P03372,ESR1,ENSG00000091831,DB05294|P03372,,
DB05294,2.1295417402027003e-05,4.671713843093379,29,Vandetanib,L01,Antineoplastic agents ,P34903,GABRA3,ENSG00000011677,DB05294|P34903,,
DB05294,2.1295417402027003e-05,4.671713843093379,29,Vandetanib,L01,Antineoplastic agents ,Q02750,MAP2K1,ENSG00000169032,DB05294|Q02750,,
DB05294,2.1295417402027003e-05,4.671713843093379,29,Vandetanib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB05294|P07437,,
DB00398,2.115569339057792e-05,4.6745727358365015,30,Sorafenib,L01,Antineoplastic agents ,P30536,TSPO,ENSG00000100300,DB00398|P30536,,
DB00398,2.115569339057792e-05,4.6745727358365015,30,Sorafenib,L01,Antineoplastic agents ,P35372,OPRM1,ENSG00000112038,DB00398|P35372,,
DB00398,2.115569339057792e-05,4.6745727358365015,30,Sorafenib,L01,Antineoplastic agents ,P25101,EDNRA,ENSG00000151617,DB00398|P25101,,
DB00398,2.115569339057792e-05,4.6745727358365015,30,Sorafenib,L01,Antineoplastic agents ,P03372,ESR1,ENSG00000091831,DB00398|P03372,,
DB00398,2.115569339057792e-05,4.6745727358365015,30,Sorafenib,L01,Antineoplastic agents ,P34903,GABRA3,ENSG00000011677,DB00398|P34903,,
DB00398,2.115569339057792e-05,4.6745727358365015,30,Sorafenib,L01,Antineoplastic agents ,Q02750,MAP2K1,ENSG00000169032,DB00398|Q02750,,
DB00398,2.115569339057792e-05,4.6745727358365015,30,Sorafenib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB00398|P07437,,
DB01069,2.094142861295576e-05,4.678993694311427,31,Promethazine,D04,"Antipruritics, incl. antihistamines, anesthetics, etc. ",P30536,TSPO,ENSG00000100300,DB01069|P30536,,
DB01069,2.094142861295576e-05,4.678993694311427,31,Promethazine,D04,"Antipruritics, incl. antihistamines, anesthetics, etc. ",P35372,OPRM1,ENSG00000112038,DB01069|P35372,,
DB01069,2.094142861295576e-05,4.678993694311427,31,Promethazine,D04,"Antipruritics, incl. antihistamines, anesthetics, etc. ",P25101,EDNRA,ENSG00000151617,DB01069|P25101,,
DB01069,2.094142861295576e-05,4.678993694311427,31,Promethazine,D04,"Antipruritics, incl. antihistamines, anesthetics, etc. ",P03372,ESR1,ENSG00000091831,DB01069|P03372,,
DB01069,2.094142861295576e-05,4.678993694311427,31,Promethazine,D04,"Antipruritics, incl. antihistamines, anesthetics, etc. ",P34903,GABRA3,ENSG00000011677,DB01069|P34903,,
DB01069,2.094142861295576e-05,4.678993694311427,31,Promethazine,D04,"Antipruritics, incl. antihistamines, anesthetics, etc. ",Q02750,MAP2K1,ENSG00000169032,DB01069|Q02750,,
DB01069,2.094142861295576e-05,4.678993694311427,31,Promethazine,D04,"Antipruritics, incl. antihistamines, anesthetics, etc. ",P07437,TUBB,ENSG00000196230,DB01069|P07437,,
DB01069,2.094142861295576e-05,4.678993694311427,31,Promethazine,R06,Antihistamines for systemic use ,P30536,TSPO,ENSG00000100300,DB01069|P30536,,
DB01069,2.094142861295576e-05,4.678993694311427,31,Promethazine,R06,Antihistamines for systemic use ,P35372,OPRM1,ENSG00000112038,DB01069|P35372,,
DB01069,2.094142861295576e-05,4.678993694311427,31,Promethazine,R06,Antihistamines for systemic use ,P25101,EDNRA,ENSG00000151617,DB01069|P25101,,
DB01069,2.094142861295576e-05,4.678993694311427,31,Promethazine,R06,Antihistamines for systemic use ,P03372,ESR1,ENSG00000091831,DB01069|P03372,,
DB01069,2.094142861295576e-05,4.678993694311427,31,Promethazine,R06,Antihistamines for systemic use ,P34903,GABRA3,ENSG00000011677,DB01069|P34903,,
DB01069,2.094142861295576e-05,4.678993694311427,31,Promethazine,R06,Antihistamines for systemic use ,Q02750,MAP2K1,ENSG00000169032,DB01069|Q02750,,
DB01069,2.094142861295576e-05,4.678993694311427,31,Promethazine,R06,Antihistamines for systemic use ,P07437,TUBB,ENSG00000196230,DB01069|P07437,,
DB01041,2.001985326642029e-05,4.698539109964468,32,Thalidomide,L04,Immunosuppressants ,P30536,TSPO,ENSG00000100300,DB01041|P30536,,
DB01041,2.001985326642029e-05,4.698539109964468,32,Thalidomide,L04,Immunosuppressants ,P35372,OPRM1,ENSG00000112038,DB01041|P35372,,
DB01041,2.001985326642029e-05,4.698539109964468,32,Thalidomide,L04,Immunosuppressants ,P25101,EDNRA,ENSG00000151617,DB01041|P25101,,
DB01041,2.001985326642029e-05,4.698539109964468,32,Thalidomide,L04,Immunosuppressants ,P03372,ESR1,ENSG00000091831,DB01041|P03372,,
DB01041,2.001985326642029e-05,4.698539109964468,32,Thalidomide,L04,Immunosuppressants ,P34903,GABRA3,ENSG00000011677,DB01041|P34903,,
DB01041,2.001985326642029e-05,4.698539109964468,32,Thalidomide,L04,Immunosuppressants ,Q02750,MAP2K1,ENSG00000169032,DB01041|Q02750,,
DB01041,2.001985326642029e-05,4.698539109964468,32,Thalidomide,L04,Immunosuppressants ,P07437,TUBB,ENSG00000196230,DB01041|P07437,,
DB01133,1.966536937787184e-05,4.706297891752842,33,Tiludronic Acid,M05,Drugs for treatment of bone diseases ,P30536,TSPO,ENSG00000100300,DB01133|P30536,,
DB01133,1.966536937787184e-05,4.706297891752842,33,Tiludronic Acid,M05,Drugs for treatment of bone diseases ,P35372,OPRM1,ENSG00000112038,DB01133|P35372,,
DB01133,1.966536937787184e-05,4.706297891752842,33,Tiludronic Acid,M05,Drugs for treatment of bone diseases ,P25101,EDNRA,ENSG00000151617,DB01133|P25101,,
DB01133,1.966536937787184e-05,4.706297891752842,33,Tiludronic Acid,M05,Drugs for treatment of bone diseases ,P03372,ESR1,ENSG00000091831,DB01133|P03372,,
DB01133,1.966536937787184e-05,4.706297891752842,33,Tiludronic Acid,M05,Drugs for treatment of bone diseases ,P34903,GABRA3,ENSG00000011677,DB01133|P34903,,
DB01133,1.966536937787184e-05,4.706297891752842,33,Tiludronic Acid,M05,Drugs for treatment of bone diseases ,Q02750,MAP2K1,ENSG00000169032,DB01133|Q02750,,
DB01133,1.966536937787184e-05,4.706297891752842,33,Tiludronic Acid,M05,Drugs for treatment of bone diseases ,P07437,TUBB,ENSG00000196230,DB01133|P07437,,
DB06626,1.953446614148052e-05,4.709198453135242,34,Axitinib,L01,Antineoplastic agents ,P30536,TSPO,ENSG00000100300,DB06626|P30536,,
DB06626,1.953446614148052e-05,4.709198453135242,34,Axitinib,L01,Antineoplastic agents ,P35372,OPRM1,ENSG00000112038,DB06626|P35372,,
DB06626,1.953446614148052e-05,4.709198453135242,34,Axitinib,L01,Antineoplastic agents ,P25101,EDNRA,ENSG00000151617,DB06626|P25101,,
DB06626,1.953446614148052e-05,4.709198453135242,34,Axitinib,L01,Antineoplastic agents ,P03372,ESR1,ENSG00000091831,DB06626|P03372,,
DB06626,1.953446614148052e-05,4.709198453135242,34,Axitinib,L01,Antineoplastic agents ,P34903,GABRA3,ENSG00000011677,DB06626|P34903,,
DB06626,1.953446614148052e-05,4.709198453135242,34,Axitinib,L01,Antineoplastic agents ,Q02750,MAP2K1,ENSG00000169032,DB06626|Q02750,,
DB06626,1.953446614148052e-05,4.709198453135242,34,Axitinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB06626|P07437,,
DB00546,1.846653134794832e-05,4.733614672394915,35,Adinazolam,N05,Psycholeptics ,P30536,TSPO,ENSG00000100300,DB00546|P30536,,
DB00546,1.846653134794832e-05,4.733614672394915,35,Adinazolam,N05,Psycholeptics ,P35372,OPRM1,ENSG00000112038,DB00546|P35372,,
DB00546,1.846653134794832e-05,4.733614672394915,35,Adinazolam,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB00546|P25101,,
DB00546,1.846653134794832e-05,4.733614672394915,35,Adinazolam,N05,Psycholeptics ,P03372,ESR1,ENSG00000091831,DB00546|P03372,,
DB00546,1.846653134794832e-05,4.733614672394915,35,Adinazolam,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB00546|P34903,target_positiveEffect,"positive allosteric modulator, ligand"
DB00546,1.846653134794832e-05,4.733614672394915,35,Adinazolam,N05,Psycholeptics ,Q02750,MAP2K1,ENSG00000169032,DB00546|Q02750,,
DB00546,1.846653134794832e-05,4.733614672394915,35,Adinazolam,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB00546|P07437,,
DB00898,1.8010094674006097e-05,4.74448400421043,36,,,,P30536,TSPO,ENSG00000100300,DB00898|P30536,,
DB00898,1.8010094674006097e-05,4.74448400421043,36,,,,P35372,OPRM1,ENSG00000112038,DB00898|P35372,,
DB00898,1.8010094674006097e-05,4.74448400421043,36,,,,P25101,EDNRA,ENSG00000151617,DB00898|P25101,,
DB00898,1.8010094674006097e-05,4.74448400421043,36,,,,P03372,ESR1,ENSG00000091831,DB00898|P03372,,
DB00898,1.8010094674006097e-05,4.74448400421043,36,,,,P34903,GABRA3,ENSG00000011677,DB00898|P34903,,
DB00898,1.8010094674006097e-05,4.74448400421043,36,,,,Q02750,MAP2K1,ENSG00000169032,DB00898|Q02750,,
DB00898,1.8010094674006097e-05,4.74448400421043,36,,,,P07437,TUBB,ENSG00000196230,DB00898|P07437,,
DB00543,1.766523384535769e-05,4.752880609173021,37,Amoxapine,N06,Psychoanaleptics ,P30536,TSPO,ENSG00000100300,DB00543|P30536,,
DB00543,1.766523384535769e-05,4.752880609173021,37,Amoxapine,N06,Psychoanaleptics ,P35372,OPRM1,ENSG00000112038,DB00543|P35372,,
DB00543,1.766523384535769e-05,4.752880609173021,37,Amoxapine,N06,Psychoanaleptics ,P25101,EDNRA,ENSG00000151617,DB00543|P25101,,
DB00543,1.766523384535769e-05,4.752880609173021,37,Amoxapine,N06,Psychoanaleptics ,P03372,ESR1,ENSG00000091831,DB00543|P03372,,
DB00543,1.766523384535769e-05,4.752880609173021,37,Amoxapine,N06,Psychoanaleptics ,P34903,GABRA3,ENSG00000011677,DB00543|P34903,target,binder
DB00543,1.766523384535769e-05,4.752880609173021,37,Amoxapine,N06,Psychoanaleptics ,Q02750,MAP2K1,ENSG00000169032,DB00543|Q02750,,
DB00543,1.766523384535769e-05,4.752880609173021,37,Amoxapine,N06,Psychoanaleptics ,P07437,TUBB,ENSG00000196230,DB00543|P07437,,
DB00530,1.7620753672106007e-05,4.753975519951397,38,Erlotinib,L01,Antineoplastic agents ,P30536,TSPO,ENSG00000100300,DB00530|P30536,,
DB00530,1.7620753672106007e-05,4.753975519951397,38,Erlotinib,L01,Antineoplastic agents ,P35372,OPRM1,ENSG00000112038,DB00530|P35372,,
DB00530,1.7620753672106007e-05,4.753975519951397,38,Erlotinib,L01,Antineoplastic agents ,P25101,EDNRA,ENSG00000151617,DB00530|P25101,,
DB00530,1.7620753672106007e-05,4.753975519951397,38,Erlotinib,L01,Antineoplastic agents ,P03372,ESR1,ENSG00000091831,DB00530|P03372,,
DB00530,1.7620753672106007e-05,4.753975519951397,38,Erlotinib,L01,Antineoplastic agents ,P34903,GABRA3,ENSG00000011677,DB00530|P34903,,
DB00530,1.7620753672106007e-05,4.753975519951397,38,Erlotinib,L01,Antineoplastic agents ,Q02750,MAP2K1,ENSG00000169032,DB00530|Q02750,,
DB00530,1.7620753672106007e-05,4.753975519951397,38,Erlotinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB00530|P07437,,
DB00555,1.6427088141716233e-05,4.784439412588046,39,Lamotrigine,N03,Antiepileptics ,P30536,TSPO,ENSG00000100300,DB00555|P30536,,
DB00555,1.6427088141716233e-05,4.784439412588046,39,Lamotrigine,N03,Antiepileptics ,P35372,OPRM1,ENSG00000112038,DB00555|P35372,,
DB00555,1.6427088141716233e-05,4.784439412588046,39,Lamotrigine,N03,Antiepileptics ,P25101,EDNRA,ENSG00000151617,DB00555|P25101,,
DB00555,1.6427088141716233e-05,4.784439412588046,39,Lamotrigine,N03,Antiepileptics ,P03372,ESR1,ENSG00000091831,DB00555|P03372,,
DB00555,1.6427088141716233e-05,4.784439412588046,39,Lamotrigine,N03,Antiepileptics ,P34903,GABRA3,ENSG00000011677,DB00555|P34903,target,"antagonist, inducer, inhibitor"
DB00555,1.6427088141716233e-05,4.784439412588046,39,Lamotrigine,N03,Antiepileptics ,Q02750,MAP2K1,ENSG00000169032,DB00555|Q02750,,
DB00555,1.6427088141716233e-05,4.784439412588046,39,Lamotrigine,N03,Antiepileptics ,P07437,TUBB,ENSG00000196230,DB00555|P07437,,
DB00675,1.6413355228087756e-05,4.78480263112866,40,Tamoxifen,L02,Endocrine therapy ,P30536,TSPO,ENSG00000100300,DB00675|P30536,,
DB00675,1.6413355228087756e-05,4.78480263112866,40,Tamoxifen,L02,Endocrine therapy ,P35372,OPRM1,ENSG00000112038,DB00675|P35372,,
DB00675,1.6413355228087756e-05,4.78480263112866,40,Tamoxifen,L02,Endocrine therapy ,P25101,EDNRA,ENSG00000151617,DB00675|P25101,,
DB00675,1.6413355228087756e-05,4.78480263112866,40,Tamoxifen,L02,Endocrine therapy ,P03372,ESR1,ENSG00000091831,DB00675|P03372,target,"antagonist, agonist"
DB00675,1.6413355228087756e-05,4.78480263112866,40,Tamoxifen,L02,Endocrine therapy ,P34903,GABRA3,ENSG00000011677,DB00675|P34903,,
DB00675,1.6413355228087756e-05,4.78480263112866,40,Tamoxifen,L02,Endocrine therapy ,Q02750,MAP2K1,ENSG00000169032,DB00675|Q02750,,
DB00675,1.6413355228087756e-05,4.78480263112866,40,Tamoxifen,L02,Endocrine therapy ,P07437,TUBB,ENSG00000196230,DB00675|P07437,,
DB11638,1.64064222251013e-05,4.7849861159185325,41,Cotecxin,P01,Antiprotozoals ,P30536,TSPO,ENSG00000100300,DB11638|P30536,,
DB11638,1.64064222251013e-05,4.7849861159185325,41,Cotecxin,P01,Antiprotozoals ,P35372,OPRM1,ENSG00000112038,DB11638|P35372,,
DB11638,1.64064222251013e-05,4.7849861159185325,41,Cotecxin,P01,Antiprotozoals ,P25101,EDNRA,ENSG00000151617,DB11638|P25101,,
DB11638,1.64064222251013e-05,4.7849861159185325,41,Cotecxin,P01,Antiprotozoals ,P03372,ESR1,ENSG00000091831,DB11638|P03372,,
DB11638,1.64064222251013e-05,4.7849861159185325,41,Cotecxin,P01,Antiprotozoals ,P34903,GABRA3,ENSG00000011677,DB11638|P34903,,
DB11638,1.64064222251013e-05,4.7849861159185325,41,Cotecxin,P01,Antiprotozoals ,Q02750,MAP2K1,ENSG00000169032,DB11638|Q02750,,
DB11638,1.64064222251013e-05,4.7849861159185325,41,Cotecxin,P01,Antiprotozoals ,P07437,TUBB,ENSG00000196230,DB11638|P07437,target,ligand
DB01159,1.5487851667932798e-05,4.810008819391748,42,Halothane,N01,Anesthetics ,P30536,TSPO,ENSG00000100300,DB01159|P30536,,
DB01159,1.5487851667932798e-05,4.810008819391748,42,Halothane,N01,Anesthetics ,P35372,OPRM1,ENSG00000112038,DB01159|P35372,,
DB01159,1.5487851667932798e-05,4.810008819391748,42,Halothane,N01,Anesthetics ,P25101,EDNRA,ENSG00000151617,DB01159|P25101,,
DB01159,1.5487851667932798e-05,4.810008819391748,42,Halothane,N01,Anesthetics ,P03372,ESR1,ENSG00000091831,DB01159|P03372,,
DB01159,1.5487851667932798e-05,4.810008819391748,42,Halothane,N01,Anesthetics ,P34903,GABRA3,ENSG00000011677,DB01159|P34903,target_positiveEffect,positive allosteric modulator
DB01159,1.5487851667932798e-05,4.810008819391748,42,Halothane,N01,Anesthetics ,Q02750,MAP2K1,ENSG00000169032,DB01159|Q02750,,
DB01159,1.5487851667932798e-05,4.810008819391748,42,Halothane,N01,Anesthetics ,P07437,TUBB,ENSG00000196230,DB01159|P07437,,
DB01199,1.5367515945247796e-05,4.813396327585369,43,Tubocurarine,M03,Muscle relaxants ,P30536,TSPO,ENSG00000100300,DB01199|P30536,,
DB01199,1.5367515945247796e-05,4.813396327585369,43,Tubocurarine,M03,Muscle relaxants ,P35372,OPRM1,ENSG00000112038,DB01199|P35372,,
DB01199,1.5367515945247796e-05,4.813396327585369,43,Tubocurarine,M03,Muscle relaxants ,P25101,EDNRA,ENSG00000151617,DB01199|P25101,,
DB01199,1.5367515945247796e-05,4.813396327585369,43,Tubocurarine,M03,Muscle relaxants ,P03372,ESR1,ENSG00000091831,DB01199|P03372,,
DB01199,1.5367515945247796e-05,4.813396327585369,43,Tubocurarine,M03,Muscle relaxants ,P34903,GABRA3,ENSG00000011677,DB01199|P34903,,
DB01199,1.5367515945247796e-05,4.813396327585369,43,Tubocurarine,M03,Muscle relaxants ,Q02750,MAP2K1,ENSG00000169032,DB01199|Q02750,,
DB01199,1.5367515945247796e-05,4.813396327585369,43,Tubocurarine,M03,Muscle relaxants ,P07437,TUBB,ENSG00000196230,DB01199|P07437,,
DB00822,1.5357779720034834e-05,4.813671565882317,44,Disulfiram,N07,Other nervous system drugs ,P30536,TSPO,ENSG00000100300,DB00822|P30536,,
DB00822,1.5357779720034834e-05,4.813671565882317,44,Disulfiram,N07,Other nervous system drugs ,P35372,OPRM1,ENSG00000112038,DB00822|P35372,,
DB00822,1.5357779720034834e-05,4.813671565882317,44,Disulfiram,N07,Other nervous system drugs ,P25101,EDNRA,ENSG00000151617,DB00822|P25101,,
DB00822,1.5357779720034834e-05,4.813671565882317,44,Disulfiram,N07,Other nervous system drugs ,P03372,ESR1,ENSG00000091831,DB00822|P03372,,
DB00822,1.5357779720034834e-05,4.813671565882317,44,Disulfiram,N07,Other nervous system drugs ,P34903,GABRA3,ENSG00000011677,DB00822|P34903,,
DB00822,1.5357779720034834e-05,4.813671565882317,44,Disulfiram,N07,Other nervous system drugs ,Q02750,MAP2K1,ENSG00000169032,DB00822|Q02750,,
DB00822,1.5357779720034834e-05,4.813671565882317,44,Disulfiram,N07,Other nervous system drugs ,P07437,TUBB,ENSG00000196230,DB00822|P07437,,
DB00822,1.5357779720034834e-05,4.813671565882317,44,Disulfiram,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents ",P30536,TSPO,ENSG00000100300,DB00822|P30536,,
