cmpdname,drugbank_id,atc_code,atc_label
Zopiclone,DB01198,D006993,Hypnotics and Sedatives
Zopiclone,DB01198,N05,Psycholeptics 
Zopiclone,DB01198,N05C,Hypnotics and sedatives 
Zopiclone,DB01198,N05CF,Benzodiazepine related drugs
Zotepine,DB09225,C78272,Agent Affecting Nervous System 
Zotepine,DB09225,C66883,Dopamine Antagonist
Zotepine,DB09225,C78272,Agent Affecting Nervous System 
Zotepine,DB09225,C66885,Serotonin Antagonist
Zotepine,DB09225,D002491,Central Nervous System Agents 
Zotepine,DB09225,D002492,Central Nervous System Depressants
Zotepine,DB09225,D002491,Central Nervous System Agents 
Zotepine,DB09225,D011619,Psychotropic Drugs 
Zotepine,DB09225,D014149,Tranquilizing Agents
Zotepine,DB09225,D002492,Central Nervous System Depressants 
Zotepine,DB09225,D014149,Tranquilizing Agents 
Zotepine,DB09225,D014150,Antipsychotic Agents
Zotepine,DB09225,N05,Psycholeptics 
Zotepine,DB09225,N05A,Antipsychotics
Dexamethasone,DB01234,D07,"Corticosteroids, dermatological preparations "
Dexamethasone,DB01234,D07X,"Corticosteroids, other combinations "
Dexamethasone,DB01234,D07XB,"Corticosteroids, moderately potent, other combinations"
Dexamethasone,DB01234,D000970,Antineoplastic Agents
Dexamethasone,DB01234,S03,Ophthalmological and otological preparations 
Dexamethasone,DB01234,S03B,Corticosteroids 
Dexamethasone,DB01234,S03BA,Corticosteroids
Dexamethasone,DB01234,C147908,Hormone Therapy Agent 
Dexamethasone,DB01234,C548,Therapeutic Hormone 
Dexamethasone,DB01234,C1636,Therapeutic Steroid Hormone
Dexamethasone,DB01234,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists "
Dexamethasone,DB01234,D006728,Hormones 
Dexamethasone,DB01234,D005938,Glucocorticoids
Dexamethasone,DB01234,D005765,Gastrointestinal Agents 
Dexamethasone,DB01234,D000932,Antiemetics
Dexamethasone,DB01234,D000893,Anti-Inflammatory Agents
Dexamethasone,DB01234,H02,Corticosteroids for systemic use 
Dexamethasone,DB01234,H02A,"Corticosteroids for systemic use, plain "
Dexamethasone,DB01234,H02AB,Glucocorticoids
Dexamethasone,DB01234,D002491,Central Nervous System Agents
Dexamethasone,DB01234,C308,Immunotherapeutic Agent 
Dexamethasone,DB01234,C574,Immunosuppressant 
Dexamethasone,DB01234,C211,Therapeutic Corticosteroid
Dexamethasone,DB01234,C78272,Agent Affecting Nervous System 
Dexamethasone,DB01234,C267,Antiemetic Agent
Dexamethasone,DB01234,D07,"Corticosteroids, dermatological preparations "
Dexamethasone,DB01234,D07A,"Corticosteroids, plain "
Dexamethasone,DB01234,D07AB,"Corticosteroids, moderately potent (group ii)"
Dexamethasone,DB01234,S01,Ophthalmologicals 
Dexamethasone,DB01234,S01C,Antiinflammatory agents and antiinfectives in combination 
Dexamethasone,DB01234,S01CB,Corticosteroids/antiinfectives/mydriatics in combination
Dexamethasone,DB01234,A01,Stomatological preparations 
Dexamethasone,DB01234,A01A,Stomatological preparations 
Dexamethasone,DB01234,A01AC,Corticosteroids for local oral treatment
Dexamethasone,DB01234,S01,Ophthalmologicals 
Dexamethasone,DB01234,S01B,Antiinflammatory agents 
Dexamethasone,DB01234,S01BA,"Corticosteroids, plain"
Dexamethasone,DB01234,D018373,Peripheral Nervous System Agents 
Dexamethasone,DB01234,D001337,Autonomic Agents
Dexamethasone,DB01234,R01,Nasal preparations 
Dexamethasone,DB01234,R01A,Decongestants and other nasal preparations for topical use 
Dexamethasone,DB01234,R01AD,Corticosteroids
Dexamethasone,DB01234,S02,Otologicals 
Dexamethasone,DB01234,S02B,Corticosteroids 
Dexamethasone,DB01234,S02BA,Corticosteroids
Dexamethasone,DB01234,D10,Anti-acne preparations 
Dexamethasone,DB01234,D10A,Anti-acne preparations for topical use 
Dexamethasone,DB01234,D10AA,"Corticosteroids, combinations for treatment of acne"
Dexamethasone,DB01234,C05,Vasoprotectives 
Dexamethasone,DB01234,C05A,Agents for treatment of hemorrhoids and anal fissures for topical use 
Dexamethasone,DB01234,C05AA,Corticosteroids
Mitomycin,DB00305,C274,Antineoplastic Agent 
Mitomycin,DB00305,C186664,Cytotoxic Chemotherapeutic Agent 
Mitomycin,DB00305,C259,Antineoplastic Antibiotic
Mitomycin,DB00305,C274,Antineoplastic Agent 
Mitomycin,DB00305,C186664,Cytotoxic Chemotherapeutic Agent 
Mitomycin,DB00305,C2842,DNA Binding Agent
Mitomycin,DB00305,D000970,Antineoplastic Agents 
Mitomycin,DB00305,D000903,"Antibiotics, Antineoplastic "
Mitomycin,DB00305,D008937,Mitomycins
Mitomycin,DB00305,D004791,Enzyme Inhibitors 
Mitomycin,DB00305,D019384,Nucleic Acid Synthesis Inhibitors
Mitomycin,DB00305,D009676,Noxae 
Mitomycin,DB00305,D000477,Alkylating Agents
Mitomycin,DB00305,D019995,Laboratory Chemicals 
Mitomycin,DB00305,D007202,Indicators and Reagents 
Mitomycin,DB00305,D003432,Cross-Linking Reagents
Mitomycin,DB00305,L01,Antineoplastic agents 
Mitomycin,DB00305,L01D,Cytotoxic antibiotics and related substances
Oxyphenonium,DB00219,A03,Drugs for functional gastrointestinal disorders 
Oxyphenonium,DB00219,A03A,Drugs for functional gastrointestinal disorders 
Oxyphenonium,DB00219,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds"
Oxyphenonium,DB00219,C78272,Agent Affecting Nervous System 
Oxyphenonium,DB00219,C66880,Anticholinergic Agent 
Oxyphenonium,DB00219,C29704,Antimuscarinic Agent
Oxyphenonium,DB00219,D018373,Peripheral Nervous System Agents 
Oxyphenonium,DB00219,D001337,Autonomic Agents 
Oxyphenonium,DB00219,D009184,Mydriatics
Oxyphenonium,DB00219,D018373,Peripheral Nervous System Agents 
Oxyphenonium,DB00219,D001337,Autonomic Agents 
Oxyphenonium,DB00219,D010276,Parasympatholytics
Oxyphenonium,DB00219,D018377,Neurotransmitter Agents 
Oxyphenonium,DB00219,D018678,Cholinergic Agents 
Oxyphenonium,DB00219,D018680,Cholinergic Antagonists
Hydrocortisone,DB00741,D07,"Corticosteroids, dermatological preparations "
Hydrocortisone,DB00741,D07A,"Corticosteroids, plain "
Hydrocortisone,DB00741,D07AA,"Corticosteroids, weak (group i)"
Hydrocortisone,DB00741,C147908,Hormone Therapy Agent 
Hydrocortisone,DB00741,C548,Therapeutic Hormone 
Hydrocortisone,DB00741,C1636,Therapeutic Steroid Hormone
Hydrocortisone,DB00741,C308,Immunotherapeutic Agent 
Hydrocortisone,DB00741,C574,Immunosuppressant 
Hydrocortisone,DB00741,C211,Therapeutic Corticosteroid
Hydrocortisone,DB00741,S01,Ophthalmologicals 
Hydrocortisone,DB00741,S01B,Antiinflammatory agents 
Hydrocortisone,DB00741,S01BA,"Corticosteroids, plain"
Hydrocortisone,DB00741,S02,Otologicals 
Hydrocortisone,DB00741,S02B,Corticosteroids 
Hydrocortisone,DB00741,S02BA,Corticosteroids
Hydrocortisone,DB00741,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Hydrocortisone,DB00741,A07E,Intestinal antiinflammatory agents 
Hydrocortisone,DB00741,A07EA,Corticosteroids acting locally
Hydrocortisone,DB00741,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists "
Hydrocortisone,DB00741,D006728,Hormones
Hydrocortisone,DB00741,S01,Ophthalmologicals 
Hydrocortisone,DB00741,S01C,Antiinflammatory agents and antiinfectives in combination 
Hydrocortisone,DB00741,S01CB,Corticosteroids/antiinfectives/mydriatics in combination
Hydrocortisone,DB00741,A01,Stomatological preparations 
Hydrocortisone,DB00741,A01A,Stomatological preparations 
Hydrocortisone,DB00741,A01AC,Corticosteroids for local oral treatment
Hydrocortisone,DB00741,D000893,Anti-Inflammatory Agents
Hydrocortisone,DB00741,H02,Corticosteroids for systemic use 
Hydrocortisone,DB00741,H02A,"Corticosteroids for systemic use, plain "
Hydrocortisone,DB00741,H02AB,Glucocorticoids
Hydrocortisone,DB00741,D07,"Corticosteroids, dermatological preparations "
Hydrocortisone,DB00741,D07X,"Corticosteroids, other combinations "
Hydrocortisone,DB00741,D07XA,"Corticosteroids, weak, other combinations"
Hydrocortisone,DB00741,C05,Vasoprotectives 
Hydrocortisone,DB00741,C05A,Agents for treatment of hemorrhoids and anal fissures for topical use 
Hydrocortisone,DB00741,C05AA,Corticosteroids
Prednisolone,DB00860,D07,"Corticosteroids, dermatological preparations "
Prednisolone,DB00860,D07A,"Corticosteroids, plain "
Prednisolone,DB00860,D07AA,"Corticosteroids, weak (group i)"
Prednisolone,DB00860,C147908,Hormone Therapy Agent 
Prednisolone,DB00860,C548,Therapeutic Hormone 
Prednisolone,DB00860,C1636,Therapeutic Steroid Hormone
Prednisolone,DB00860,C308,Immunotherapeutic Agent 
Prednisolone,DB00860,C574,Immunosuppressant 
Prednisolone,DB00860,C211,Therapeutic Corticosteroid
Prednisolone,DB00860,S01,Ophthalmologicals 
Prednisolone,DB00860,S01B,Antiinflammatory agents 
Prednisolone,DB00860,S01BA,"Corticosteroids, plain"
Prednisolone,DB00860,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists "
Prednisolone,DB00860,D006728,Hormones 
Prednisolone,DB00860,D005938,Glucocorticoids
Prednisolone,DB00860,R01,Nasal preparations 
Prednisolone,DB00860,R01A,Decongestants and other nasal preparations for topical use 
Prednisolone,DB00860,R01AD,Corticosteroids
Prednisolone,DB00860,D000970,Antineoplastic Agents
Prednisolone,DB00860,D000893,Anti-Inflammatory Agents
Prednisolone,DB00860,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Prednisolone,DB00860,A07E,Intestinal antiinflammatory agents 
Prednisolone,DB00860,A07EA,Corticosteroids acting locally
Prednisolone,DB00860,S01,Ophthalmologicals 
Prednisolone,DB00860,S01C,Antiinflammatory agents and antiinfectives in combination 
Prednisolone,DB00860,S01CB,Corticosteroids/antiinfectives/mydriatics in combination
Prednisolone,DB00860,S02,Otologicals 
Prednisolone,DB00860,S02B,Corticosteroids 
Prednisolone,DB00860,S02BA,Corticosteroids
Prednisolone,DB00860,A01,Stomatological preparations 
Prednisolone,DB00860,A01A,Stomatological preparations 
Prednisolone,DB00860,A01AC,Corticosteroids for local oral treatment
Prednisolone,DB00860,S03,Ophthalmological and otological preparations 
Prednisolone,DB00860,S03B,Corticosteroids 
Prednisolone,DB00860,S03BA,Corticosteroids
Prednisolone,DB00860,H02,Corticosteroids for systemic use 
Prednisolone,DB00860,H02A,"Corticosteroids for systemic use, plain "
Prednisolone,DB00860,H02AB,Glucocorticoids
Prednisolone,DB00860,D07,"Corticosteroids, dermatological preparations "
Prednisolone,DB00860,D07X,"Corticosteroids, other combinations "
Prednisolone,DB00860,D07XA,"Corticosteroids, weak, other combinations"
Prednisolone,DB00860,C05,Vasoprotectives 
Prednisolone,DB00860,C05A,Agents for treatment of hemorrhoids and anal fissures for topical use 
Prednisolone,DB00860,C05AA,Corticosteroids
Estriol,DB04573,G03,Sex hormones and modulators of the genital system 
Estriol,DB04573,G03C,Estrogens 
Estriol,DB04573,G03CC,"Estrogens, combinations with other drugs"
Estriol,DB04573,C147908,Hormone Therapy Agent 
Estriol,DB04573,C548,Therapeutic Hormone 
Estriol,DB04573,C1636,Therapeutic Steroid Hormone
Estriol,DB04573,C147908,Hormone Therapy Agent 
Estriol,DB04573,C548,Therapeutic Hormone 
Estriol,DB04573,C483,Therapeutic Estrogen
Estriol,DB04573,G03,Sex hormones and modulators of the genital system 
Estriol,DB04573,G03C,Estrogens 
Estriol,DB04573,G03CA,"Natural and semisynthetic estrogens, plain"
Estriol,DB04573,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists "
Estriol,DB04573,D006728,Hormones
Estradiol,DB00783,C147908,Hormone Therapy Agent 
Estradiol,DB00783,C548,Therapeutic Hormone 
Estradiol,DB00783,C483,Therapeutic Estrogen
Estradiol,DB00783,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists "
Estradiol,DB00783,D006728,Hormones 
Estradiol,DB00783,D004967,Estrogens
Estradiol,DB00783,C147908,Hormone Therapy Agent 
Estradiol,DB00783,C548,Therapeutic Hormone 
Estradiol,DB00783,C1636,Therapeutic Steroid Hormone
Estradiol,DB00783,G03,Sex hormones and modulators of the genital system 
Estradiol,DB00783,G03C,Estrogens 
Estradiol,DB00783,G03CA,"Natural and semisynthetic estrogens, plain"
Reserpine,DB00206,C02,Antihypertensives 
Reserpine,DB00206,C02A,"Antiadrenergic agents, centrally acting "
Reserpine,DB00206,C02AA,Rauwolfia alkaloids
Reserpine,DB00206,C1744,Multidrug Resistance Modulator
Reserpine,DB00206,C78272,Agent Affecting Nervous System 
Reserpine,DB00206,C29747,Adrenergic Agent
Reserpine,DB00206,D002317,Cardiovascular Agents 
Reserpine,DB00206,D000959,Antihypertensive Agents
Reserpine,DB00206,D002491,Central Nervous System Agents 
Reserpine,DB00206,D002492,Central Nervous System Depressants
Reserpine,DB00206,D002491,Central Nervous System Agents 
Reserpine,DB00206,D011619,Psychotropic Drugs 
Reserpine,DB00206,D014149,Tranquilizing Agents
Reserpine,DB00206,D002492,Central Nervous System Depressants 
Reserpine,DB00206,D014149,Tranquilizing Agents 
Reserpine,DB00206,D014150,Antipsychotic Agents
Reserpine,DB00206,D018377,Neurotransmitter Agents 
Reserpine,DB00206,D014179,Neurotransmitter Uptake Inhibitors 
Reserpine,DB00206,D018759,Adrenergic Uptake Inhibitors
Reserpine,DB00206,D018377,Neurotransmitter Agents 
Reserpine,DB00206,D018663,Adrenergic Agents
Reserpine,DB00206,D049990,Membrane Transport Modulators
Cephaloridine,DB09008,C254,Anti-Infective Agent 
Cephaloridine,DB09008,C258,Antibiotic 
Cephaloridine,DB09008,C260,Beta-Lactam Antibiotic
Cephaloridine,DB09008,D000890,Anti-Infective Agents 
Cephaloridine,DB09008,D000900,Anti-Bacterial Agents 
Cephaloridine,DB09008,D002511,Cephalosporins
Cephaloridine,DB09008,D000890,Anti-Infective Agents 
Cephaloridine,DB09008,D000900,Anti-Bacterial Agents 
Cephaloridine,DB09008,D007769,Lactams
Cephaloridine,DB09008,D000890,Anti-Infective Agents 
Cephaloridine,DB09008,D000900,Anti-Bacterial Agents 
Cephaloridine,DB09008,D047090,beta-Lactams
Cephaloridine,DB09008,J01,Antibacterials for systemic use 
Cephaloridine,DB09008,J01D,Other beta-lactam antibacterials 
Cephaloridine,DB09008,J01DB,First-generation cephalosporins
Phentolamine,DB00692,C04,Peripheral vasodilators 
Phentolamine,DB00692,C04A,Peripheral vasodilators 
Phentolamine,DB00692,C04AB,Imidazoline derivatives
Phentolamine,DB00692,C78272,Agent Affecting Nervous System 
Phentolamine,DB00692,C29747,Adrenergic Agent 
Phentolamine,DB00692,C72900,Adrenergic Antagonist
Phentolamine,DB00692,D002317,Cardiovascular Agents 
Phentolamine,DB00692,D000959,Antihypertensive Agents
Phentolamine,DB00692,D018377,Neurotransmitter Agents 
Phentolamine,DB00692,D018663,Adrenergic Agents 
Phentolamine,DB00692,D018674,Adrenergic Antagonists
Phentolamine,DB00692,V03,All other therapeutic products 
Phentolamine,DB00692,V03A,All other therapeutic products 
Phentolamine,DB00692,V03AB,Antidotes
Hexobendine,DB13265,C01,Cardiac therapy 
Hexobendine,DB13265,C01D,Vasodilators used in cardiac diseases
Hexobendine,DB13265,C78274,Agent Affecting Cardiovascular System 
Hexobendine,DB13265,C29707,Vasodilating Agent
Hexobendine,DB13265,D002317,Cardiovascular Agents 
Hexobendine,DB13265,D014665,Vasodilator Agents
Sorbitol,DB01638,A06,Drugs for constipation 
Sorbitol,DB01638,A06A,Drugs for constipation 
Sorbitol,DB01638,A06AD,Osmotically acting laxatives
Sorbitol,DB01638,A06,Drugs for constipation 
Sorbitol,DB01638,A06A,Drugs for constipation 
Sorbitol,DB01638,A06AG,Enemas
Sorbitol,DB01638,B05,Blood substitutes and perfusion solutions 
Sorbitol,DB01638,B05C,Irrigating solutions
Sorbitol,DB01638,D005503,Food Additives
Sorbitol,DB01638,D005765,Gastrointestinal Agents 
Sorbitol,DB01638,D002400,Cathartics
Sorbitol,DB01638,D010592,Pharmaceutic Aids 
Sorbitol,DB01638,D005421,Flavoring Agents
Sorbitol,DB01638,D019995,Laboratory Chemicals 
Sorbitol,DB01638,D007202,Indicators and Reagents
Sorbitol,DB01638,V04,Diagnostic agents 
Sorbitol,DB01638,V04C,Other diagnostic agents 
Sorbitol,DB01638,V04CC,Tests for bile duct patency
Floxuridine,DB00322,C274,Antineoplastic Agent 
Floxuridine,DB00322,C186664,Cytotoxic Chemotherapeutic Agent 
Floxuridine,DB00322,C272,Antimetabolite
Floxuridine,DB00322,D000970,Antineoplastic Agents
Floxuridine,DB00322,D009676,Noxae 
Floxuridine,DB00322,D000963,Antimetabolites
Floxuridine,DB00322,L01,Antineoplastic agents 
Floxuridine,DB00322,L01B,Antimetabolites 
Floxuridine,DB00322,L01BC,Pyrimidine analogues
Tiratricol,DB03604,C147908,Hormone Therapy Agent 
Tiratricol,DB03604,C548,Therapeutic Hormone 
Tiratricol,DB03604,C1553,Thyroid Agent
Tiratricol,DB03604,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists "
Tiratricol,DB03604,D006728,Hormones
Tiratricol,DB03604,H03,Thyroid therapy 
Tiratricol,DB03604,H03A,Thyroid preparations 
Tiratricol,DB03604,H03AA,Thyroid hormones
Epinephrine,DB00668,A01,Stomatological preparations 
Epinephrine,DB00668,A01A,Stomatological preparations
Epinephrine,DB00668,B02,Antihemorrhagics 
Epinephrine,DB00668,B02B,Vitamin k and other hemostatics 
Epinephrine,DB00668,B02BC,Local hemostatics
Epinephrine,DB00668,C01,Cardiac therapy 
Epinephrine,DB00668,C01C,Cardiac stimulants excl. cardiac glycosides 
Epinephrine,DB00668,C01CA,Adrenergic and dopaminergic agents
Epinephrine,DB00668,C10,Lipid modifying agents 
Epinephrine,DB00668,C10A,"Lipid modifying agents, plain"
Epinephrine,DB00668,C78272,Agent Affecting Nervous System 
Epinephrine,DB00668,C29747,Adrenergic Agent 
Epinephrine,DB00668,C87053,Adrenergic Agonist
Epinephrine,DB00668,C78274,Agent Affecting Cardiovascular System 
Epinephrine,DB00668,C126567,Vasopressor
Epinephrine,DB00668,D002317,Cardiovascular Agents 
Epinephrine,DB00668,D014662,Vasoconstrictor Agents
Epinephrine,DB00668,D018373,Peripheral Nervous System Agents 
Epinephrine,DB00668,D001337,Autonomic Agents 
Epinephrine,DB00668,D009184,Mydriatics
Epinephrine,DB00668,D018373,Peripheral Nervous System Agents 
Epinephrine,DB00668,D001337,Autonomic Agents 
Epinephrine,DB00668,D013566,Sympathomimetics
Epinephrine,DB00668,D018377,Neurotransmitter Agents 
Epinephrine,DB00668,D018663,Adrenergic Agents 
Epinephrine,DB00668,D000322,Adrenergic Agonists
Epinephrine,DB00668,D019141,Respiratory System Agents 
Epinephrine,DB00668,D018927,Anti-Asthmatic Agents 
Epinephrine,DB00668,D001993,Bronchodilator Agents
Epinephrine,DB00668,R01,Nasal preparations 
Epinephrine,DB00668,R01A,Decongestants and other nasal preparations for topical use 
Epinephrine,DB00668,R01AA,"Sympathomimetics, plain"
Epinephrine,DB00668,R03,Drugs for obstructive airway diseases 
Epinephrine,DB00668,R03A,"Adrenergics, inhalants "
Epinephrine,DB00668,R03AA,Alpha- and beta-adrenoreceptor agonists
Epinephrine,DB00668,S01,Ophthalmologicals 
Epinephrine,DB00668,S01E,Antiglaucoma preparations and miotics 
Epinephrine,DB00668,S01EA,Sympathomimetics in glaucoma therapy
Levothyroxine,DB00451,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists "
Levothyroxine,DB00451,D006728,Hormones
Levothyroxine,DB00451,H03,Thyroid therapy 
Levothyroxine,DB00451,H03A,Thyroid preparations 
Levothyroxine,DB00451,H03AA,Thyroid hormones
Levothyroxine,DB00451,C147908,Hormone Therapy Agent 
Levothyroxine,DB00451,C548,Therapeutic Hormone 
Levothyroxine,DB00451,C1553,Thyroid Agent
Dextroamphetamine,DB01576,C78272,Agent Affecting Nervous System 
Dextroamphetamine,DB01576,C47795,CNS Stimulant
Dextroamphetamine,DB01576,D002491,Central Nervous System Agents 
Dextroamphetamine,DB01576,D000697,Central Nervous System Stimulants
Dextroamphetamine,DB01576,D018377,Neurotransmitter Agents 
Dextroamphetamine,DB01576,D014179,Neurotransmitter Uptake Inhibitors 
Dextroamphetamine,DB01576,D018765,Dopamine Uptake Inhibitors
Dextroamphetamine,DB01576,D018377,Neurotransmitter Agents 
Dextroamphetamine,DB01576,D015259,Dopamine Agents
Dextroamphetamine,DB01576,D049990,Membrane Transport Modulators
Dextroamphetamine,DB01576,N06,Psychoanaleptics 
Dextroamphetamine,DB01576,N06B,"Psychostimulants, agents used for adhd and nootropics "
Dextroamphetamine,DB01576,N06BA,Centrally acting sympathomimetics
Spironolactone,DB00421,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists "
Spironolactone,DB00421,D006727,Hormone Antagonists 
Spironolactone,DB00421,D000451,Mineralocorticoid Receptor Antagonists
Spironolactone,DB00421,D002317,Cardiovascular Agents 
Spironolactone,DB00421,D045283,Natriuretic Agents
Spironolactone,DB00421,D045283,Natriuretic Agents 
Spironolactone,DB00421,D004232,Diuretics
Spironolactone,DB00421,C03,Diuretics 
Spironolactone,DB00421,C03D,Aldosterone antagonists and other potassium-sparing agents 
Spironolactone,DB00421,C03DA,Aldosterone antagonists
Spironolactone,DB00421,C78275,Agent Affecting Blood or Body Fluid 
Spironolactone,DB00421,C448,Diuretic 
Spironolactone,DB00421,C49186,Potassium-Sparing Diuretic
Cyclobarbital,DB13737,C78272,Agent Affecting Nervous System 
Cyclobarbital,DB13737,C29756,Sedative and Hypnotic
Cyclobarbital,DB13737,N05,Psycholeptics 
Cyclobarbital,DB13737,N05C,Hypnotics and sedatives 
Cyclobarbital,DB13737,N05CA,"Barbiturates, plain"
Aldosterone,DB04630,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists "
Aldosterone,DB04630,D006728,Hormones
Aldosterone,DB04630,H02,Corticosteroids for systemic use 
Aldosterone,DB04630,H02A,"Corticosteroids for systemic use, plain "
Aldosterone,DB04630,H02AA,Mineralocorticoids
Allobarbital,DB13577,C78272,Agent Affecting Nervous System 
Allobarbital,DB13577,C29756,Sedative and Hypnotic 
Allobarbital,DB13577,C67084,Barbiturate
Allobarbital,DB13577,N05,Psycholeptics 
Allobarbital,DB13577,N05C,Hypnotics and sedatives 
Allobarbital,DB13577,N05CA,"Barbiturates, plain"
Penicillamine,DB00859,C274,Antineoplastic Agent 
Penicillamine,DB00859,C1742,Angiogenesis Inhibitor 
Penicillamine,DB00859,C1971,Angiogenesis Activator Inhibitor
Penicillamine,DB00859,D018501,Antirheumatic Agents
Penicillamine,DB00859,D020011,Protective Agents 
Penicillamine,DB00859,D000931,Antidotes
Penicillamine,DB00859,D064449,Sequestering Agents 
Penicillamine,DB00859,D002614,Chelating Agents
Penicillamine,DB00859,M01,Antiinflammatory and antirheumatic products 
Penicillamine,DB00859,M01C,Specific antirheumatic agents 
Penicillamine,DB00859,M01CC,Penicillamine and similar agents
Trichlorfon,DB11473,C471,Enzyme Inhibitor 
Trichlorfon,DB11473,C47792,Acetylcholinesterase Inhibitor
Trichlorfon,DB11473,D000890,Anti-Infective Agents 
Trichlorfon,DB11473,D000977,Antiparasitic Agents 
Trichlorfon,DB11473,D000871,Anthelmintics
Trichlorfon,DB11473,D004791,Enzyme Inhibitors
Trichlorfon,DB11473,D010575,Pesticides 
Trichlorfon,DB11473,D007306,Insecticides
Trichlorfon,DB11473,D016573,Agrochemicals
Trichlorfon,DB11473,D018377,Neurotransmitter Agents 
Trichlorfon,DB11473,D018678,Cholinergic Agents 
Trichlorfon,DB11473,D002800,Cholinesterase Inhibitors
Trichlorfon,DB11473,P02,Anthelmintics 
Trichlorfon,DB11473,P02B,Antitrematodals 
Trichlorfon,DB11473,P02BB,Organophosphorous compounds
Lynestrenol,DB12474,C147908,Hormone Therapy Agent 
Lynestrenol,DB12474,C548,Therapeutic Hormone 
Lynestrenol,DB12474,C1636,Therapeutic Steroid Hormone
Lynestrenol,DB12474,D012102,Reproductive Control Agents 
Lynestrenol,DB12474,D003270,Contraceptive Agents
Lynestrenol,DB12474,G03,Sex hormones and modulators of the genital system 
Lynestrenol,DB12474,G03A,Hormonal contraceptives for systemic use 
Lynestrenol,DB12474,G03AC,Progestogens
Lynestrenol,DB12474,G03,Sex hormones and modulators of the genital system 
Lynestrenol,DB12474,G03D,Progestogens 
Lynestrenol,DB12474,G03DC,Estren derivatives
Norethandrolone,DB12787,A14,Anabolic agents for systemic use 
Norethandrolone,DB12787,A14A,Anabolic steroids 
Norethandrolone,DB12787,A14AA,Androstan derivatives
Norethandrolone,DB12787,C147908,Hormone Therapy Agent 
Norethandrolone,DB12787,C548,Therapeutic Hormone 
Norethandrolone,DB12787,C1636,Therapeutic Steroid Hormone
Norethandrolone,DB12787,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists "
Norethandrolone,DB12787,D006728,Hormones 
Norethandrolone,DB12787,D045930,Anabolic Agents
Prednisone,DB00635,C147908,Hormone Therapy Agent 
Prednisone,DB00635,C548,Therapeutic Hormone 
Prednisone,DB00635,C1636,Therapeutic Steroid Hormone
Prednisone,DB00635,C308,Immunotherapeutic Agent 
Prednisone,DB00635,C574,Immunosuppressant 
Prednisone,DB00635,C211,Therapeutic Corticosteroid
Prednisone,DB00635,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists "
Prednisone,DB00635,D006728,Hormones 
Prednisone,DB00635,D005938,Glucocorticoids
Prednisone,DB00635,D000970,Antineoplastic Agents
Prednisone,DB00635,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Prednisone,DB00635,A07E,Intestinal antiinflammatory agents 
Prednisone,DB00635,A07EA,Corticosteroids acting locally
Prednisone,DB00635,D000893,Anti-Inflammatory Agents
Prednisone,DB00635,H02,Corticosteroids for systemic use 
Prednisone,DB00635,H02A,"Corticosteroids for systemic use, plain "
Prednisone,DB00635,H02AB,Glucocorticoids
Estrone,DB00655,G03,Sex hormones and modulators of the genital system 
Estrone,DB00655,G03C,Estrogens 
Estrone,DB00655,G03CC,"Estrogens, combinations with other drugs"
Estrone,DB00655,C147908,Hormone Therapy Agent 
Estrone,DB00655,C548,Therapeutic Hormone 
Estrone,DB00655,C1636,Therapeutic Steroid Hormone
Estrone,DB00655,C147908,Hormone Therapy Agent 
Estrone,DB00655,C548,Therapeutic Hormone 
Estrone,DB00655,C483,Therapeutic Estrogen
Estrone,DB00655,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists "
Estrone,DB00655,D006728,Hormones 
Estrone,DB00655,D004967,Estrogens
Estrone,DB00655,G03,Sex hormones and modulators of the genital system 
Estrone,DB00655,G03C,Estrogens 
Estrone,DB00655,G03CA,"Natural and semisynthetic estrogens, plain"
Paramethasone,DB01384,C147908,Hormone Therapy Agent 
Paramethasone,DB01384,C548,Therapeutic Hormone 
Paramethasone,DB01384,C1636,Therapeutic Steroid Hormone
Paramethasone,DB01384,C308,Immunotherapeutic Agent 
Paramethasone,DB01384,C574,Immunosuppressant 
Paramethasone,DB01384,C211,Therapeutic Corticosteroid
Paramethasone,DB01384,D000893,Anti-Inflammatory Agents
Paramethasone,DB01384,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists "
Paramethasone,DB01384,D006728,Hormones 
Paramethasone,DB01384,D005938,Glucocorticoids
Paramethasone,DB01384,H02,Corticosteroids for systemic use 
Paramethasone,DB01384,H02A,"Corticosteroids for systemic use, plain "
Paramethasone,DB01384,H02AB,Glucocorticoids
