primaryDomainId:ID,casNumber:string,dataSources:string[],displayName:string,domainIds:string[],drugGroups:string[],:LABEL,type:string
drugbank.DB04628,103782-08-7,drugbank|unichem,Allosamidin,drugbank.DB04628|pubchem.119339,,Drug,Drug
drugbank.DB04629,,drugbank|unichem,Aplyronine A,drugbank.DB04629|pubchem.11840920,,Drug,Drug
drugbank.DB04630,52-39-1,drugbank|unichem,Aldosterone,drugbank.DB04630|drug_central.111|pubchem.5839,,Drug,Drug
drugbank.DB04631,119509-24-9,drugbank|unichem,Atpenin A5,drugbank.DB04631|pubchem.54676868,,Drug,Drug
drugbank.DB04632,,drugbank|unichem,4-(2-HYDROXYBENZYLAMINO)-N-(3-(4-FLUOROPHENOXY)PHENYL)PIPERIDINE-1-SULFONAMIDE,drugbank.DB04632|pubchem.5287728,,Drug,Drug
drugbank.DB04633,,drugbank|unichem,"N-ethyl-N-[3-(propylamino)propyl]propane-1,3-diamine",drugbank.DB04633|pubchem.5494411,,Drug,Drug
drugbank.DB04634,,drugbank|unichem,N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE,drugbank.DB04634|pubchem.736104,,Drug,Drug
drugbank.DB04636,,drugbank|unichem,Glutamine t-butyl ester,drugbank.DB04636|pubchem.5287779,,Drug,Drug
drugbank.DB04637,4286-55-9,drugbank|unichem,6-Bromo-1-hexanol,drugbank.DB04637|pubchem.77970,,Drug,Drug
drugbank.DB04638,88-58-4,drugbank|unichem,"2,5-di-tert-butylhydroquinone",drugbank.DB04638|pubchem.2374,,Drug,Drug
drugbank.DB04639,,drugbank|unichem,Biphenylalanine,drugbank.DB04639|pubchem.7006709|pubchem.2761815,,Drug,Drug
drugbank.DB04640,581-75-9,drugbank|unichem,"Naphthalene-2,6-disulfonic acid",drugbank.DB04640|pubchem.11390,,Drug,Drug
drugbank.DB04641,,drugbank|unichem,"3,7-DIHYDROXYNAPHTHALENE-2-CARBOXYLIC ACID",drugbank.DB04641|pubchem.736299,,Drug,Drug
drugbank.DB04642,,drugbank|unichem,"7-{2,6-DICHLORO-4-[3-(2-CHLORO-BENZOYL)-UREIDO]-PHENOXY}-HEPTANOIC ACID",drugbank.DB04642|pubchem.5326884,,Drug,Drug
drugbank.DB04643,,drugbank|unichem,"4-{3-CHLORO-4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-PHENOXY}-BUTYRIC ACID",drugbank.DB04643|pubchem.5326885,,Drug,Drug
drugbank.DB04644,,drugbank|unichem,"4-{4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2,3-DIMETHYL-PHENOXY}-BUTYRIC ACID",drugbank.DB04644|pubchem.5326886,,Drug,Drug
drugbank.DB04645,,drugbank|unichem,"5-{3-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2-METHYL-PHENOXY}-PENTANOIC ACID",drugbank.DB04645|pubchem.5326887,,Drug,Drug
drugbank.DB04646,29096-93-3,drugbank|unichem,Dibromothymoquinone,drugbank.DB04646|pubchem.34474,,Drug,Drug
drugbank.DB04647,,drugbank|unichem,BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA,drugbank.DB04647|pubchem.5287824,,Drug,Drug
drugbank.DB04648,,drugbank|unichem,S-propylamine-L-cysteine,drugbank.DB04648|pubchem.23644529,,Drug,Drug
drugbank.DB04649,,drugbank|unichem,TETRAHEDRAL INTERMEDIATE OF BLASTICIDIN S,drugbank.DB04649|pubchem.5287847,,Drug,Drug
drugbank.DB04650,,drugbank|unichem,"5-[(3AS,4R,6AR)-2-OXOHEXAHYDRO-1H-THIENO[3,4-D]IMIDAZOL-4-YL]PENTANOIC ACID",drugbank.DB04650|pubchem.638035,,Drug,Drug
drugbank.DB04651,,drugbank|unichem,BIOTINOL-5-AMP,drugbank.DB04651|pubchem.6102809,,Drug,Drug
drugbank.DB04652,50-22-6,drugbank|unichem,Corticosterone,drugbank.DB04652|pubchem.5753,,Drug,Drug
drugbank.DB04653,133410-84-1,drugbank|unichem,N-[(benzyloxy)carbonyl]-L-leucyl-N-[(1S)-3-fluoro-1-(4-hydroxybenzyl)-2-oxopropyl]-L-leucinamide,drugbank.DB04653|pubchem.11505008,,Drug,Drug
drugbank.DB04654,,drugbank|unichem,4-PIPERIDIN-4-YLBUTANAL,drugbank.DB04654|pubchem.11840929,,Drug,Drug
drugbank.DB04655,7761-45-7,drugbank|unichem,Metoprine,drugbank.DB04655|pubchem.24466,,Drug,Drug
drugbank.DB04656,,drugbank|unichem,"1,3,4-TRIHYDROXY-5-(3-PHENOXYPROPYL)-CYCLOHEXANE-1-CARBOXYLIC A CID",drugbank.DB04656|pubchem.6102758,,Drug,Drug
drugbank.DB04657,5234-68-4,drugbank|unichem,Carboxin,drugbank.DB04657|pubchem.21307,,Drug,Drug
drugbank.DB04658,127414-85-1,drugbank|unichem,Calystegine B2,drugbank.DB04658|pubchem.124434,,Drug,Drug
drugbank.DB04659,,drugbank|unichem,"(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE",drugbank.DB04659|pubchem.9600408,,Drug,Drug
drugbank.DB04660,28319-77-9,drugbank|unichem,Choline alfoscerate,drugbank.DB04660|drug_central.627|drug_central.3906|pubchem.657272,,Drug,Drug
drugbank.DB04661,151057-28-2,drugbank|unichem,cis-tetracosenoyl sulfatide,drugbank.DB04661|pubchem.5459361,,Drug,Drug
drugbank.DB04662,,drugbank|unichem,OLOMOUCINE II,drugbank.DB04662|pubchem.5494414,,Drug,Drug
drugbank.DB04663,,drugbank|unichem,"2-KETO-6-PHOSPHATE-D-GLUCONIC ACID, ALPHA-FURANOSE FORM",drugbank.DB04663|pubchem.5494415,,Drug,Drug
drugbank.DB04664,250692-65-0,drugbank|unichem,Cyclohexyl-pentyl-maltoside,drugbank.DB04664|pubchem.5327073,,Drug,Drug
drugbank.DB04665,91-64-5,drugbank|chembl|unichem,Coumarin,drugbank.DB04665|drug_central.738|pubchem.323,approved,Drug,Drug
drugbank.DB04666,,drugbank|unichem,CHROMOPHORE (LYS-TYR-GLY),drugbank.DB04666|pubchem.49866823,,Drug,Drug
drugbank.DB04667,,drugbank,CHROMOPHORE (HIS-TYR-GLY),drugbank.DB04667,,Drug,Drug
drugbank.DB04668,,drugbank,CHROMOPHORE (GLU-TYR-GLY),drugbank.DB04668,,Drug,Drug
drugbank.DB04669,,drugbank|unichem,TRIAZOLOPYRIMIDINE,drugbank.DB04669|pubchem.5327131,,Drug,Drug
drugbank.DB04671,,drugbank|unichem,[(1S)-4-[[Amino-[(2R)-2-amino-2-carboxyethyl]sulfanylmethylidene]amino]-1-carboxybutyl]azanium,drugbank.DB04671|pubchem.131704288|pubchem.49866858,,Drug,Drug
drugbank.DB04672,6453-60-7,drugbank|unichem,"Cyclic 3',5'-thymidine monophosphate",drugbank.DB04672|pubchem.461278,,Drug,Drug
drugbank.DB04673,,drugbank|unichem,4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE,drugbank.DB04673|pubchem.49866889,,Drug,Drug
drugbank.DB04674,,drugbank|unichem,"2-HYDROXY-3,5-DIIODOBENZOIC ACID",drugbank.DB04674|pubchem.8631,,Drug,Drug
drugbank.DB04676,1101-84-4,drugbank|unichem,Dansyllysine,drugbank.DB04676|pubchem.121945|pubchem.40427317,,Drug,Drug
drugbank.DB04677,,drugbank|unichem,N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE,drugbank.DB04677|pubchem.5288103,,Drug,Drug
drugbank.DB04678,,drugbank|unichem,H TYPE II TRISACCHARIDE,drugbank.DB04678|pubchem.5288910,,Drug,Drug
drugbank.DB04679,,drugbank|unichem,Human blood group H type 1 trisaccharide,drugbank.DB04679|pubchem.5326971,,Drug,Drug
drugbank.DB04680,,drugbank|unichem,GALACTOSE GREASE,drugbank.DB04680|pubchem.5326972,,Drug,Drug
drugbank.DB04681,,drugbank|unichem,BETA-METHYLLACTOSIDE,drugbank.DB04681|pubchem.121942,,Drug,Drug
drugbank.DB04682,9036-19-5,drugbank|unichem,Octylphenoxy polyethoxyethanol,drugbank.DB04682|pubchem.14123494,,Drug,Drug
drugbank.DB04683,,drugbank|unichem,"(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE",drugbank.DB04683|pubchem.5288113,,Drug,Drug
drugbank.DB04684,143-23-7,drugbank|unichem,Bis(6-aminohexyl)amine,drugbank.DB04684|pubchem.8924,,Drug,Drug
drugbank.DB04685,,drugbank|unichem,"1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE",drugbank.DB04685|pubchem.4369390,,Drug,Drug
drugbank.DB04686,,drugbank|unichem,CHROMOPHORE (ASP-TYR-GLY),drugbank.DB04686|pubchem.49866928,,Drug,Drug
drugbank.DB04687,,drugbank|unichem,DIMETHYL THIOPHOSPHATE,drugbank.DB04687|pubchem.168140,,Drug,Drug
drugbank.DB04688,7143-09-1,drugbank|unichem,Methylecgonine,drugbank.DB04688|pubchem.104904,,Drug,Drug
drugbank.DB04689,,drugbank|unichem,2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,drugbank.DB04689|pubchem.6102812,,Drug,Drug
drugbank.DB04690,7689-03-4,drugbank|unichem,Camptothecin,drugbank.DB04690|pubchem.24360,,Drug,Drug
drugbank.DB04691,,drugbank|unichem,2'-O-[1-ethyl-1H-imidazol)] thymidine-5'-monophosphate,drugbank.DB04691|pubchem.49866943,,Drug,Drug
drugbank.DB04692,,drugbank|unichem,Ethyl (2E)-4-({(2S)-2-[(N-{[(2-methyl-2-propanyl)oxy]carbonyl}-L-valyl)amino]-2-phenylacetyl}amino)-5-[(3S)-2-oxo-3-pyrrolidinyl]-2-pentenoate,drugbank.DB04692|pubchem.23304231,,Drug,Drug
drugbank.DB04693,5696-58-2,drugbank|unichem,"Estrane-3,17-dione",drugbank.DB04693|pubchem.5288172,,Drug,Drug
drugbank.DB04694,,drugbank|unichem,"2,6-anhydro-3-deoxy-3-fluoronononic acid",drugbank.DB04694|pubchem.5327010,,Drug,Drug
drugbank.DB04695,,drugbank|unichem,Farnesyl thiopyrophosphate,drugbank.DB04695|pubchem.657041,,Drug,Drug
drugbank.DB04696,,drugbank|unichem,"4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN",drugbank.DB04696|pubchem.5288329,,Drug,Drug
drugbank.DB04697,,drugbank,TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE,drugbank.DB04697,,Drug,Drug
drugbank.DB04698,353522-10-8,drugbank|unichem,"N-(1,4-dihydro-5H-tetrazol-5-ylidene)-9-oxo-9H-xanthene-2-sulfonamide",drugbank.DB04698|pubchem.6102777,,Drug,Drug
drugbank.DB04699,96-48-0,drugbank|unichem,gamma-Butyrolactone,drugbank.DB04699|pubchem.7302,,Drug,Drug
drugbank.DB04700,,drugbank|unichem,GLUTATHIONE SULFINATE,drugbank.DB04700|pubchem.5326960,,Drug,Drug
drugbank.DB04701,2922-56-7,drugbank|unichem,S-Methyl glutathione,drugbank.DB04701|pubchem.115260|pubchem.134692079,,Drug,Drug
drugbank.DB04702,,drugbank|unichem,"S-[(2E)-3,7-DIMETHYLOCTA-2,6-DIENYL] TRIHYDROGENTHIODIPHOSPHATE",drugbank.DB04702|pubchem.5288476,,Drug,Drug
drugbank.DB04703,520-26-3,drugbank|unichem,Hesperidin,drugbank.DB04703|pubchem.10621,,Drug,Drug
drugbank.DB04704,516-72-3,drugbank|unichem,20-hydroxycholesterol,drugbank.DB04704|pubchem.440711,,Drug,Drug
drugbank.DB04705,2140-46-7,drugbank|unichem,25-Hydroxycholesterol,drugbank.DB04705|pubchem.65094,,Drug,Drug
drugbank.DB04706,566-27-8,drugbank|unichem,7beta-hydroxycholesterol,drugbank.DB04706|pubchem.473141,,Drug,Drug
drugbank.DB04707,105628-72-6,drugbank|unichem,Hydroxyfasudil,drugbank.DB04707|pubchem.3064778,,Drug,Drug
drugbank.DB04708,,drugbank|unichem,"(S)-TETRAHYDROFURAN-3-YL (2S,3S)-4-((S)-4-((1R,3R)-3-(2-AMINO-2-OXOETHYL)-2,3-DIHYDRO-1H-INDEN-1-YL)-2-BENZYL-3-OXO-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE",drugbank.DB04708|pubchem.5459370,,Drug,Drug
drugbank.DB04709,,drugbank,"(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE",drugbank.DB04709,,Drug,Drug
drugbank.DB04710,,drugbank|unichem,(E)-(S)-4-[(S)-4-METHYL-2-((S)-3-METHYL-2{(S)-2-[(5-METHYL-ISOXAZOLE-3- CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-PENTANOYLAMINO]-5-((S)-2- OXO-PYRROLIDIN-3-YL)-PENT-2-ENOIC ACID ETHYL ESTER,drugbank.DB04710|pubchem.15959287,,Drug,Drug
drugbank.DB04711,606-17-7,drugbank|chembl|unichem,Iodipamide,drugbank.DB04711|drug_central.1455|pubchem.3739,approved,Drug,Drug
drugbank.DB04712,,drugbank|unichem,ANILINOMETHYL GLUCO-PHENYLIMIDAZOLE,drugbank.DB04712|pubchem.5459372,,Drug,Drug
drugbank.DB04713,62561-75-5,drugbank|unichem,4-Iodo-D-phenylalanine,drugbank.DB04713|pubchem.7047041|pubchem.2733279,,Drug,Drug
drugbank.DB04714,,drugbank|unichem,ISOPENTENYL PYROPHOSPHATE,drugbank.DB04714|pubchem.1195,,Drug,Drug
drugbank.DB04715,,drugbank|unichem,IMIDAZOPYRIDAZIN 1,drugbank.DB04715|pubchem.5459373,,Drug,Drug
drugbank.DB04716,457081-03-7,drugbank|unichem,"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one",drugbank.DB04716|pubchem.5494425,,Drug,Drug
drugbank.DB04717,,drugbank|unichem,2''-O-[N-(3-(aminopropyl)2-aminoethyl]paromomycin,drugbank.DB04717|pubchem.16658532,,Drug,Drug
drugbank.DB04718,,drugbank|unichem,"(1R,2R,3S,4R,6S)-4,6-diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl)-2-O-{2-[(piperidin-3-ylmethyl)amino]ethyl}-beta-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside",drugbank.DB04718|pubchem.5459375,,Drug,Drug
drugbank.DB04719,,drugbank|unichem,"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE",drugbank.DB04719|pubchem.5326976,,Drug,Drug
drugbank.DB04720,,drugbank|unichem,"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",drugbank.DB04720|pubchem.5326977,,Drug,Drug
drugbank.DB04721,,drugbank|unichem,"N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",drugbank.DB04721|pubchem.5326978,,Drug,Drug
drugbank.DB04722,,drugbank,"2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-N-[(1R)-1-(3-chlorophenyl)ethyl]acetamide",drugbank.DB04722,,Drug,Drug
drugbank.DB04723,,drugbank|unichem,2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID,drugbank.DB04723|pubchem.4369579,,Drug,Drug
drugbank.DB04724,,drugbank|unichem,"(S)-2-((S)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-N-methyl-3-naphtalen-2-yl-propionamide",drugbank.DB04724|pubchem.5326914,,Drug,Drug
drugbank.DB04725,156897-06-2,drugbank|unichem,Licofelone,drugbank.DB04725|pubchem.133021,,Drug,Drug
drugbank.DB04726,1088-56-8,drugbank|unichem,Lumiflavin,drugbank.DB04726|pubchem.66184,,Drug,Drug
drugbank.DB04727,,drugbank|unichem,"1-{4-[4-Amino-6-(4-methoxyphenyl)furo[2,3-d]pyrimidin-5-yl]phenyl}-3-[2-fluoro-5-(trifluoromethyl)phenyl]urea",drugbank.DB04727|pubchem.5326956,,Drug,Drug
drugbank.DB04728,36441-41-5,drugbank|unichem,Lividomycin A,drugbank.DB04728|drug_central.1589|pubchem.72394,,Drug,Drug
drugbank.DB04729,26098-04-4,drugbank|unichem,Gentamicin C1a,drugbank.DB04729|pubchem.72396,,Drug,Drug
drugbank.DB04731,,drugbank|unichem,1-ACETYL-2-LYSO-SN-GLYCERO-3-PHOSPHOETHANOLAMINE,drugbank.DB04731|pubchem.6102806,,Drug,Drug
drugbank.DB04732,,drugbank|unichem,N-(4-MORPHOLINE)CARBONYL-B-(1-NAPHTHYL)-L-ALANINE-L-LEUCINE BORONIC ACID,drugbank.DB04732|pubchem.387442,,Drug,Drug
drugbank.DB04733,,drugbank|unichem,"1,6-DI-O-PHOSPHONO-D-MANNITOL",drugbank.DB04733|pubchem.4369446,,Drug,Drug
drugbank.DB04734,498-23-7,drugbank|unichem,Citraconic acid,drugbank.DB04734|pubchem.643798,,Drug,Drug
drugbank.DB04735,,drugbank|unichem,MONOGALACTOSYL-DIACYLGLYCEROL,drugbank.DB04735|pubchem.5327038,,Drug,Drug
drugbank.DB04736,,drugbank|unichem,"2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE",drugbank.DB04736|pubchem.163626,,Drug,Drug
drugbank.DB04737,28549-12-4,drugbank|unichem,(S)-mandelonitrile,drugbank.DB04737|pubchem.439767,,Drug,Drug
drugbank.DB04738,141672-08-4,drugbank|unichem,Motuporin,drugbank.DB04738|pubchem.4369034,,Drug,Drug
drugbank.DB04739,,drugbank|unichem,4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE,drugbank.DB04739|pubchem.4369496,,Drug,Drug
drugbank.DB04740,,drugbank|unichem,Moxalactam (hydrolyzed),drugbank.DB04740|pubchem.11987678,,Drug,Drug
drugbank.DB04741,76706-55-3,drugbank|unichem,Myxothiazol,drugbank.DB04741|pubchem.10972974,,Drug,Drug
drugbank.DB04742,,drugbank|unichem,"(2R)-2-{(1R)-2-oxo-1-[(2-thienylacetyl)amino]ethyl}-5,6-dihydro-2h-1,3-thiazine-4-carboxylic acid",drugbank.DB04742|pubchem.5288990,,Drug,Drug
drugbank.DB04743,51803-78-2,drugbank|chembl|unichem,Nimesulide,drugbank.DB04743|drug_central.1935|pubchem.4495,approved,Drug,Drug
drugbank.DB04744,83-72-7,drugbank,Lawsone,drugbank.DB04744,,Drug,Drug
drugbank.DB04745,59-31-4,drugbank|unichem,2-Hydroxyquinoline,drugbank.DB04745|pubchem.6038,,Drug,Drug
drugbank.DB04746,2420-56-6,drugbank|unichem,"(10E,12Z)-octadecadienoic acid",drugbank.DB04746|pubchem.5282800,,Drug,Drug
drugbank.DB04747,,drugbank|unichem,11-TRANS-13-TRANS-15-CIS-OCTADECATRIENOIC ACID,drugbank.DB04747|pubchem.5494436,,Drug,Drug
drugbank.DB04748,,drugbank|unichem,OXIMINOARYLSULFONAMIDE,drugbank.DB04748|pubchem.9600417,,Drug,Drug
drugbank.DB04749,,drugbank|unichem,2-(3-OXO-PROPYLSULFANYLCARBONYL)-ETHANETHIOLATE,drugbank.DB04749|pubchem.5289078,,Drug,Drug
drugbank.DB04750,,drugbank|unichem,OREGON GREEN 488 CARBOXYLATE,drugbank.DB04750|pubchem.5289081,,Drug,Drug
drugbank.DB04751,212844-53-6,drugbank|unichem,Purvalanol A,drugbank.DB04751|pubchem.456214,,Drug,Drug
drugbank.DB04752,,drugbank|unichem,Phosphatidyl ethanol,drugbank.DB04752|pubchem.52946593,,Drug,Drug
drugbank.DB04753,,drugbank|unichem,"9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",drugbank.DB04753|pubchem.135464487,,Drug,Drug
drugbank.DB04754,,drugbank|unichem,"GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",drugbank.DB04754|pubchem.135464486,,Drug,Drug
drugbank.DB04755,,drugbank|unichem,PROPYL-1-PHOSPHATE,drugbank.DB04755|pubchem.49867456,,Drug,Drug
drugbank.DB04756,,drugbank|unichem,"2-[(3,5-Dichloro-4-trioxidanylphenyl)amino]benzoic acid",drugbank.DB04756|pubchem.4369477,,Drug,Drug
drugbank.DB04757,,drugbank|unichem,"GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE",drugbank.DB04757|pubchem.135464488,,Drug,Drug
drugbank.DB04758,,drugbank|unichem,2-[2-ETHANESULFONYLAMINO-3-(1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIM IDOYL-BENZYLAMIDE),drugbank.DB04758|pubchem.5326883,,Drug,Drug
drugbank.DB04759,,drugbank|unichem,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(3-METHYL-BENZYLAMIDE)",drugbank.DB04759|pubchem.5289109,,Drug,Drug
drugbank.DB04760,,drugbank|unichem,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)",drugbank.DB04760|pubchem.5289110,,Drug,Drug
drugbank.DB04761,,drugbank|unichem,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]",drugbank.DB04761|pubchem.5289111,,Drug,Drug
drugbank.DB04762,,drugbank|unichem,N-PYRIDOXYL-D-GLUTAMIC ACID-5'-MONOPHOSPHATE,drugbank.DB04762|pubchem.4369489,,Drug,Drug
drugbank.DB04763,,drugbank|unichem,"1-N-(4-SULFAMOYLPHENYL-ETHYL)-2,4,6-TRIMETHYLPYRIDINIUM",drugbank.DB04763|pubchem.5289159,,Drug,Drug
drugbank.DB04764,,drugbank|unichem,[4-(3-AMINOMETHYL-PHENYL)-PIPERIDIN-1-YL]-(5-PHENETHYL- PYRIDIN-3-YL)-METHANONE,drugbank.DB04764|pubchem.657077,,Drug,Drug
drugbank.DB04765,,drugbank|unichem,N-PYRIDOXYL-2-METHYL-L-GLUTAMIC ACID-5'-MONOPHOSPHATE,drugbank.DB04765|pubchem.4369488,,Drug,Drug
drugbank.DB04767,,drugbank|unichem,N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID,drugbank.DB04767|pubchem.5289214,,Drug,Drug
drugbank.DB04768,,drugbank|unichem,Pyrithiamine Pyrophosphate,drugbank.DB04768|pubchem.5327150,,Drug,Drug
drugbank.DB04769,,drugbank|unichem,"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",drugbank.DB04769|pubchem.5289247,,Drug,Drug
drugbank.DB04770,,drugbank|unichem,"O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL",drugbank.DB04770|pubchem.4369502,,Drug,Drug
drugbank.DB04771,,drugbank|unichem,1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE,drugbank.DB04771|pubchem.5494439,,Drug,Drug
drugbank.DB04772,,drugbank|unichem,1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE,drugbank.DB04772|pubchem.5494440,,Drug,Drug
drugbank.DB04773,,drugbank|unichem,METHYL (3R)-3-{[(3R)-3-{[(3R)-3-HYDROXYBUTANOYL]OXY}BUTANOYL]OXY}BUTANOATE,drugbank.DB04773|pubchem.49867580,,Drug,Drug
drugbank.DB04774,,drugbank|unichem,Reidispongiolide A,drugbank.DB04774|pubchem.5289284,,Drug,Drug
drugbank.DB04775,,drugbank|unichem,Reidispongiolide C,drugbank.DB04775|pubchem.52946592,,Drug,Drug
drugbank.DB04776,,drugbank|unichem,(2R)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)butan-1-ol,drugbank.DB04776|pubchem.5289296,,Drug,Drug
drugbank.DB04777,78038-43-4,drugbank|unichem,(R)-4-Nitrostyrene oxide,drugbank.DB04777|pubchem.1237170,,Drug,Drug
drugbank.DB04778,,drugbank|unichem,SC45647,drugbank.DB04778|pubchem.21158881,,Drug,Drug
drugbank.DB04779,,drugbank|unichem,ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE,drugbank.DB04779|pubchem.9600421,,Drug,Drug
drugbank.DB04780,,drugbank|unichem,Sulfatide,drugbank.DB04780|pubchem.5459389,,Drug,Drug
drugbank.DB04781,13392-69-3,drugbank|unichem,5-hydroxyvaleric acid,drugbank.DB04781|pubchem.25945,,Drug,Drug
drugbank.DB04782,78038-42-3,drugbank|unichem,(S)-4-Nitrostyrene oxide,drugbank.DB04782|pubchem.1237169,,Drug,Drug
drugbank.DB04783,,drugbank|unichem,Sphinxolide B,drugbank.DB04783|pubchem.46937020,,Drug,Drug
drugbank.DB04784,1517-69-7,drugbank|unichem,(R)-1-phenylethanol,drugbank.DB04784|pubchem.637516,,Drug,Drug
drugbank.DB04785,7229-50-7,drugbank|unichem,Streptolydigin,drugbank.DB04785|pubchem.54708748,,Drug,Drug
drugbank.DB04786,145-63-1,drugbank|unichem,Suramin,drugbank.DB04786|drug_central.2966|pubchem.5361|pubchem.135973538|pubchem.4261196,,Drug,Drug
drugbank.DB04787,304853-42-7,drugbank|unichem,Tanaproget,drugbank.DB04787|pubchem.4369524,,Drug,Drug
drugbank.DB04788,87913-21-1,drugbank|unichem,Tagetitoxin,drugbank.DB04788|pubchem.5327077,,Drug,Drug
drugbank.DB04789,134-35-0,drugbank|unichem,5-methyltetrahydrofolic acid,drugbank.DB04789|pubchem.135415868,,Drug,Drug
drugbank.DB04790,,drugbank|unichem,"2,5-bis-O-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-D-glucitol",drugbank.DB04790|pubchem.5326924,,Drug,Drug
drugbank.DB04791,,drugbank|unichem,"2-O-(4'-AMIDINOPHENYL)-5-O-(3''-AMIDINOPHENYL)-1,4:3,6-DIANHYDRO-D-SORBITOL",drugbank.DB04791|pubchem.5326925,,Drug,Drug
drugbank.DB04792,,drugbank|unichem,"2,5-O,O-BIS-{4',4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL",drugbank.DB04792|pubchem.5326926,,Drug,Drug
